Tweets	partition	Topics
wee earthquake felt	train	0
anyone feel earthquake trippin	train	0
wildfire fort mcmurray like live livingstone wildfire north northern province	train	2
excellent paper questioning flood capital pursuit b unicorn many likely turn c	train	1
get work road flooded c	train	3
confirming earthquake searching twitter earthquake	train	0
smoke canada wildfire	train	2
big as earthquake	train	0
hell earth devastating photo reveal california wildfire destruction	train	2
traybills thinking bout amp said starting flood probably	train	1
melbourne trend melb debbie hazelwood cyclone debbie essendon	train	3
smelled like sage	train	2
name cyclone debbie sound like angry soccer mom scary storm	train	3
seriously earthquake thought seizing yaaay	train	0
emergency alert issued tallebudgera valley resident katiebrownaus	train	3
randidanielle melissajg woke flash flood warning alert	test	1
mike yes smoke large wildfire alberta	train	2
activating earthquake twitter hey everyone feel	train	0
one lake flood control supporter face uphill battle downstream	train	1
dearauntcrabby personally help flood	train	1
anyone need supply due flood please hesitate come church bridge avenue chu	train	1
classroom course provide learning around building construction material	train	1
california wildfire outbreak among deadliest state history	train	2
fort mcmurray wildfire resident convoy community call scene apocalyptic	train	2
holy crap earthquake	train	0
remember today th anniversary derecho amp flood slammed northern ohio causing	train	1
year flood go extinct stop raining	train	1
taking summer amp lil man dad flood brother got meme pas time	train	1
ex cyclone debbie force mass closure queensland school	train	3
think earthquake love check twitter time think happens	train	0
thousand shelter screaming howling cyclone debbie hit north australia	train	3
school across coast closed today due ex tropical cyclone debbie local urged stay home newsgoldcoast	dev	3
roommate used term california foot massage describe earthquake happened today	train	0
earthquake mon may cdt near km n crescent oklahoma	test	0
sooo still bout address wildfire california many state	train	2
msnbc pm killed northern california wildfire lever ooo structure destroyed ca wildfire	train	2
houston street flood heavy rain sparking memory harvey cnn	train	1
prime example duplicitous open border politician wanting flood country illegal immigrant	train	1
anyone else feel slow roll san francisco	train	0
garden ruined flood water redrow sent someone around agreed drainage caused prob	train	1
entered win operation wildfire case key	train	2
response extreme weather experiencing stay safe	train	3
allah rehem close friend evacuate	train	2
starting givalanche good help get rolling	train	2
think might need flipper thanks cyclone debbie	train	3
monster cyclone debbie batter northeast australia time india via timesofindia	train	3
cyclone debbie design city withstand natural disaster	dev	3
anyone know name lawyer group helped central american flood texas border	train	1
happened debbie cyclone cockatoo	train	3
school cancelled due cyclone debbie debbie tha real mvp c	train	3
update least dead wildfire devour wide swath northern california	train	2
thomassanders cyclone called debbie got really confused second	train	3
holy earthquake batman first time almost got something	train	0
canada wildfire could double size mass evacuation continue	train	2
preparing twitter scumslaves flood dm think worth prove	train	1
worst part nobody else tweet earthquake mean validation	train	0
part reeling flash flood landslide power outage due severe stor	dev	1
crazyblox dev hi crazyblox wanted inform flood escape tried get easy	train	1
cyclone debbie passed	train	3
act like feel saw dildo swaying shelf	train	0
flood sucked meme great	train	1
help victim california wildfire way get help need	train	2
ok work took care small flood basement	train	1
felt huge jolt earthquake neighbor bouncing around	train	0
come earthquake tweet	train	0
nemanigeria warns south east resident impending flood environews nigeria fmenvng	dev	1
trippin feel earthquake	train	0
yesturday harry flood kitchen say flood literally mean water everywhere electric lot	train	1
mightycampers complete rip merchant given current situation cyclone debbie still stand fee return cairn	train	3
tamilnadu choose water level safe mullapperiyar dam needed make sure flood kerala	train	1
headline via abcnews	dev	3
british airway hi ba thanks cyclone debbie qantas flight london delayed meaning strong possibility	train	3
cabo birthday let hope hotel flood	train	1
lazy cyclone debbie pack punch expert	train	3
flash flood warning	test	1
albertawildfire sitrep control held control	train	2
make everything much better basement starting flood ground	train	1
uh sometimes hand forget hold become two teacup earthquake	train	0
qld school agnes water state line incl shut today due ex flooded forget	dev	3
hello earthquake twitter waiting deets earthquakessf	train	0
corner used flood like crazy kid kid loved walking puddle rer	train	1
haleykhorton txpoker peteralexander border high today flash flood excuse f	train	1
think god soon rain flood infrastructure crumble dust	train	1
pingu ramotron mi country hick cyclone debbie keep giving keep floaties handy nick	train	3
earthquake really woke amp nia whole game ft lmaoooo	train	0
sad thought prayer	train	2
fucking flash flood right jesus christ	train	1
cyclone debbie continues chaos australia	train	3
helping community adopt flood mock exercise approach self test capacity respond	dev	1
feeling movement two week thought mostly traffic train	train	0
lakeside closed due cyclone debbie flooding	train	3
heart break people	train	2
dad blamed earthquake dog	dev	0
exhausted horse rescued cyclone debbie floodwaters yahoo via yahoo	train	3
cyclone debbie dump bull shark middle queensland road	train	3
picture damage caused australia cyclone debbie	test	3
global warming steroid speed	train	2
know day waiting period flood insurance take effect	train	1
baby girl born safely cyclone debbie	train	3
motmemes ignoring truth faced flood unaccompanied child centrum	train	1
job flood zone wet sock shoe happy th	train	1
california earthquake twitter thing hope ok	test	0
cyclone debbie remnant lash nsw	train	3
one main area seeing significant increasing trend flood frequency since midwest region	train	1
red line show path smoke lake hattie wildfire northern mn aimed right metro	train	2
report earthquake sf	dev	0
shanfurness would compare iud sandbagging flood essentially build wall around vagina	train	1
photo california destructive wildfire	dev	2
earthquake got fucked	train	0
asshole boarded yacht people houston flooded hurricane harvey ha	train	1
monster cyclone debbie batter northeast australia	train	3
heavy rain flood flagstaff arizona read	train	1
nicki opened flood gate poor quality boo remixes sad	train	1
cyclone debbie remnant brisbane flooding agn least duck enjoying	train	3
kinb earthquake tweet	dev	0
watch earthquake twitter time zone away	test	0
cyclone debbie design city withstand natural disaster via archanddesign	train	3
pakistan flood toll revised army fly help	train	1
fucken earthquake right	train	0
family talking earthquake standing still feel thing lmfao	dev	0
cyclone debbie mean great barrier reef	train	3
hcwithbb see saturday instead everyone stay safe xxx	train	3
today news thousand flee wildfire ravage california killed via ajbcsurveys	train	2
cyclone debbie australia might flooding see information severe storm	train	3
probably going come amp toss water bottle people	train	2
nothing like good storm beach getting caught rain even dancing except flood obx obxflooding	train	1
fire covered square mile friday could double size weekend	test	2
oooh explains thekatewall right	train	3
wildfire leaf post apocalyptic aftermath alberta abc news via abc	train	2
cyclone debbie eye storm make landfall north queensland live update	train	3
liked youtube video yourselfsuit cyclone debbie claim would	train	3
oh hey earthquake three dog hanging loved yikes	dev	0
thought prayer friend follower queensland ben affected cyclone debbie hope safe well	train	3
cyclone debbie flooded mackay resident safe heavy rain slows cyclone recovery	train	3
feel need apologize cyclone debbie even though spell name wrong	train	3
lustlikethesin huge wildfire ne mn	train	2
mount solitary ultra cancelled weekend cyclone debbie decided whack tail end nsw	train	3
la forsure od outsider bout flood city thanks lebron	train	1
part texas got flood warning rose seen sun day bitching	train	1
cyclone debbie south east queensland prepares powerful flash flooding	train	3
wildfire spread fort mcmurray raining fire	test	2
jonahnro earthquake sure felt worse high rise	train	0
cyclone debbie south east queensland prepares powerful flash flooding	train	3
weekend rain thought would share deal heavy downpour flash flooding make sure	test	1
may wildfire awareness month	train	2
wildfire smoke affect local area	train	2
view office leftover never seen much water life	train	3
canadian wildfire disrupts evacuation via lose lbsin day	train	2
going throw water bottle u	train	2
couple california wildfire together since grade school associated press via nyt	train	2
flash flood warning effect midnight region storm bring potentially heavy downpo	train	1
expanded evacuation order wildfire near fort st john	dev	2
well felt earthquake	train	0
finally felt earthquake sf cancelled going home	train	0
queensland venue issue update tonight urthboy prevail spiderbait show cyclone debbie hit	train	3
hero suit rescue woman flash flood world cup host city photo	train	1
ok nevermind take back rash condemnation canada time	train	2
flood watch cancelled entire area heavy rain threat could lead flash flooding pushed area	dev	1
hopefully flood suck people house got flooded hope everything turn okay	train	1
solobizzyactive flash flood hit entered thai journalist reported twitter	dev	1
canadian wildfire increase tenfold cut evacuee	train	2
jillianmacbbc assist affected wildfire pointing follower fb group	train	2
ah shit earthquake	train	0
raging wildfire force evacuation canadian city	test	2
rwerkh ignoring straw man tweet illustrative immediate danger wildfire fukushima cc worsethannucpow	train	2
intense wildfire actually create lightning storm via cbcnewsgraphics jwagstaffe	train	2
brother could manage flood hotel room first day	train	1
hmmm flying afternoon may best idea	test	3
earthquake occurred near marotiri waikato new zealand utc	test	0
plainfield student create earthquake proof building	dev	0
cyclone debbie expert fear damage great barrier reef	train	3
nasa satellite image show insane smoke plume wildfire burning california right	dev	2
report rain thing stop raging canada wildfire	train	2
cyclone debbie captured satellite image space via abcnews	train	3
thestar dog rescued mcmurray wildfire trapped	train	2
earthquake body spazzing	train	0
stuckinoregon houston got flooding think austin ok downpour severe al	dev	1
remnant ex tropical cyclone debbie	train	3
wildfire endangering part california billion weed industry	dev	2
daughter teaching queensland today cyclone debbie	train	3
timing could worse queenslanders pummelled cyclone debbie	train	3
reported user app earthquake network report radius km download app f	test	0
felt buttock wiggling earthquake inner sunset	train	0
neighborhood said working team stay afloat load tie carry place	train	1
polhomeeditor duncanm building first earthquake	train	0
greenspoint area flood victim face crippling choice	train	1
newsqueensland said extc debbie cat cyclone cross bundaberg rewound double check	train	3
missoulian built kind large boat anticipation flood	train	1
long time best friend life northern alberta help fort mcmurray fire	train	2
either felt earthquake drug strong	train	0
praying rain alberta	train	2
nursery amp garden centre smashed bowen mackay gc hinterland	dev	3
yikes nasty storm sandusky county bellevue got little beat also report flooding wel	train	1
ex cyclone debbie people trapped flood around mackay live	dev	3
satellite imagery colorado state ramsdis yesterday show wildfire smoke billowing northern california	train	2
earthquake occurred km e entiat washington utc	test	0
pleasantgehman oh hell rain thunder lightening storm last night tree power flooding	train	1
took dog smell amp look smoke outside like someone bonfire next door northern mn wildfire	train	2
heart go anyone effected alberta wildfire	dev	2
shivadhoolee davidfrawleyved learn history brother great flood mentioned book also	train	1
stuck old mistake trying forget became chain entangled drown flood misery	train	1
sad hear fire prayer affected destruction	train	2
yo daughter reaction tremor today earthquake delightful	train	0
reopened flood damage remains closed	train	1
imagine hard must security traffic camera record chilling advance canada wildfire	train	2
today saw article tropical cyclone debbie thought	train	3
seriously follow sfchronicle coverage fire northern california	train	2
make cyclone debbie cancelling tuesday work day wonderful therapist mark ross moana	train	3
felt earthquake first thought fuck bought earthquake experience	train	0
morning heavy rain flood warning osaka go site come osaka tomato gh f	train	1
find astonishing british press barely covering every country india china russia massive coverage	train	2
school closed tourism affected cyclone debbie aftermath unfolds australia sydney march xinhua th	train	3
baby delivered safe dry ambulance station cyclone debbie	dev	3
thank california firefighter first responder napa sonoma amp anaheim hill hero	test	2
would eye former left moving across city	train	3
kind hard see orange spot middle wildfire mile house	train	2
washingtonpost called sea star flood hypocrite leftist potus drought called integrity	train	1
sorry flood got much shit chest nobody talk	train	1
yeah fourth july firework everyone seen flood freaking snapchat story	train	1
hello mr earthquake	train	0
going go outside wait flash flood	test	1
whatever tell chris uhlmann	train	3
oh hi gentle earthquake berkeley lt	train	0
tail end coming se today morning stay safe	dev	3
london news search cyclone debbie leaf rockhampton bracing flood level london	train	3
haha pity show zeal story serious issue	train	3
apparently earthquake lol feel thing guy kl nk mookyblast wingedwheeler	train	0
canadian convoy begin hoping flee wildfire zone daily mail	train	2
small shake sf	train	0
oh sun want come heavy rain flooding	train	1
sidhu bat flood control measure	train	1
ex cyclone debbie bringing bad weather school se qld closed early holiday yay	train	3
dave evad see across street morning smoke going get much worse bailey	train	2
alberta government provide cash evacuee immediate need via yahoocanada	test	2
wildfire california halt production reason season	train	2
fitnah currently spreading like wildfire third nullifier al islam	train	2
give second register usgs	dev	0
wether cyclone debbie flooded mackay resident safe heavy rain slows cyclone recovery	dev	3
totally normal type	dev	0
day turned okay much region spokane included remains flood watch p	test	1
magnitude earthquake km nnw gabbs nevada	test	0
mrtooze bad thought flash flood caused tropical storm tectonic origin	train	1
california wildfire resident find devastation santa rosa	train	2
thank cyclone debbie	test	3
worry village km away river flood touch u	train	1
far family require emergency housing fnq newsqueensland	dev	3
ocen flood tere ocean flood major number ofe te beta male te ofe	train	1
okay thank god class want swim flood water	train	1
oilsands production cut sharply wildfire rage	train	2
truck submerged floodwaters cyclone debbie	test	3
north east flood sikh volunteer lend helping hand flood hit assam via indianexpress	dev	1
never excited flash flood warning life omg damn hot	test	1
gulabkunwar ashram haridwar either flood disaster sant shri asaram bapu ji devotee al	train	1
california wildfire help victim channel feeddigest com news id	train	2
hate old memory flood mind make miss people longer life	train	1
got work trying find way back home since flood	train	1
york flood bill soar past million problem disappeared gone	train	1
canada oil output slashed due alberta wildfire	train	2
tropical cyclone debbie make way east coast leaf wake trail destruction many	train	3
tropical cyclone debbie batter australia	train	3
cyclone debbie finally hit power phone real winner debbie	train	3
better florida shit gon flood	train	1
video brandonwxwchs show street flooding sissonville area flash flood warning effect part	train	1
cyclone debbie plz good u f	test	3
wondering fish mersey river following biggest flood record	train	1
natural flood management scheme yorkshire dale community environment agency	train	1
josheberley mega earthquake heard middle school sure taking time myth start	dev	0
technically australia version	train	3
cyclone debbie death feared australia flood emergency	test	3
thought felt earthquake last night	train	0
fort mcmurray principal flees wildfire busload student	train	2
hey folk called flood instead h oh	train	1
okay since bad thing come three waiting third far got apartment flood flat ti	train	1
earthquake warrior bout tear house	train	0
evacuation continue wildfire struck alberta	train	2
australia queensland buckling cyclone people evacuated	train	3
ex tropical cyclone debbie door step right	train	3
smelling smoke today would seem wind brought wildfire smoke way air quality warning yet	test	2
neighbor reported water basement	train	1
felt earthquake course jumped twitter see else reporting	train	0
mygahd ankle level flood already buti nalang mataas bahay namin sa street hello stay dry safe everyone	train	1
beach across closed lifesavingqld newsqueensland newssc	dev	3
cyclone debbie continues chaos australia	train	3
magnitude earthquake km ne coldfoot alaska	test	0
somebody tell future stop putting mixtapes plz lmao dawg drop playlist flood hoe lmao	train	1
stay safe aussie friend family xx	train	3
wildfire destroys home canadian city delay hit evacuation conklin lac la biche alberta reuter	train	2
obligatory post final presentation usfmapc	dev	0
yup felt lil earthquake	train	0
sure sharknado debbie	train	3
big cat huge rat flood swedish city authority urge people keep child indoors	train	1
wildfire destroyed home two day ago far recall	train	2
case know another natural disaster occurring america extreme weather may need new title	train	2
tornado warning flash flood warning power outage one day loving weather today	test	1
fort mcmurray evacuee rely convoy airlift escape wildfire	train	2
twitter turn streaming api find california earthquake	dev	0
well quick earthquake	train	0
fucking earthquake right	train	0
peterjlriley would missed amongst twitter flood fantastic news many congrats	train	1
irenesundberg joenbc flatter country would allow many illegals flood bord	train	1
thank much totally awesome people weather today much	train	3
emergency flood alert scaring tf sleeping	test	1
starlight suite residential flood inlet township singapore esqhijdyt	train	1
cyclone debbie monster storm trash woman island resort room latest news headline ninemsn news	train	3
tf already stuck goddamn traffic street already flooded urgh srsly manila	train	1
thank flood update manila	train	1
diego send flood message bed bo cackling inside assure head	train	1
heart breaking sonoma	train	2
happens decide run charity k recent flash flood victim	train	1
forest service warns using flood impacted road	dev	1
thankful family daughter husband grandchild safe thankful amazing response	train	3
wildfire sweep across northern california dead new york time	dev	2
joke california fire ton smoke fire today felt like apocalypse	train	2
cyclone debbie class cancelled exam cancelled one going stop olivia go beach wot even	train	3
generalsgc wbbj tommeiners happy th everyone framed flag hung bridge flood light	train	1
cyclone debbie real pain crack	test	3
flash flood warning area oakmont fox chapel sharpsburg p plum new kensington	train	1
girl threw phone flood	train	1
robprovince refugee flood want put b	train	1
jst may earthquake iwate ken oki	test	0
almost year hurricane harvey flooded large swath coastal texas state receive bil	dev	1
rain coming often heavy middle part vermilion county creating area flooding	train	1
house bill would reform extend flood insurance program	dev	1
thanks cyclone debbie destroying hometown also cancelling flight making miss dixiechicks concert	train	3
flash flooding emergency area queensland brought ex tropical cyclone debbie	train	3
think fact neighborhood one lucky one survived flood prof simulation	train	1
flash flood watch area green rain tomorrow bulk rain pm	test	1
woke little panicked	train	2
cyclone debbie passed family town bowen waiting family f b samheughan caitrionambalfe scottjkyle writer dg	train	3
expect extreme wildfire behaviour next day come morrison	train	2
photo show canadian city fort mcmurray ruin devastating wildfire	train	2
flood warning earlier today amp lost complete phone service jesus stuck work dog home alone	test	1
localised flooding windsor tcdebbie abcnews	train	3
rain check reader hope meeting ya author lynette noni dampened wild weather ex cyclone debbie dis	test	3
powerful made landfall queensland australia latest update	train	3
oh flash flood warning raleigh would thunk	test	1
ndockenya thousand evacuated without injury property great lesson kenya wait till happens	train	2
nice earthquake thanks california	train	0
petersweden mrsamer cafirst bible true would evidence w w flood geocentricity firmament talking donkey	train	1
watch going see flood dram people competing oppressed left eddi	train	1
earthquake twitter hello	train	0
cyclone debbie fuck flight fiji today one unhappy bunny b f	test	3
flash flood scared shit	train	1
pix queensland cyclone debbie	train	3
cyclone debbie pumels hamilton island via youtube	train	3
kid grade check following information	train	2
pressstartau hear jakebarros good excuse lol	train	3
aig debating noah flood aig overlook overwhelming evidence pre flood civilisation flour	train	1
hamilton island clean cyclone debbie via brisbanetimes	train	3
assistance readied resident affected severe tropical cyclone debbie via skinnergj	train	3
fixing slight flood as	train	1
earthquake km e entiat washington mon may pt	test	0
terrifying canada wildfire may double size	train	2
heavy rain region may causing flight disruption morning philadelphia flood watch pm	train	1
apparently missed earthquake san francisco homesick	train	0
remembering carl morrison invaluable world bay area flood control water agency known never	train	1
flash flood warning right careful driving people	train	1
oh felt earthquake	train	0
corps recovered many others feared killed niger state flood	dev	1
bank support customer affected cyclone debbie financial relief customer northqueensland available info call	train	3
wildfire update may youtube	train	2
cyclone debbie context severe storm comparison weather event guardiannews	train	3
cyclone debbie proved one thing australian super weird	train	3
mtpdaily people missing wildfire california talker following every rabbit hole wait melber	train	2
know hall felt earthquake	train	0
view expose force nature	train	3
hope everyone canada safe avoids wildfire	train	2
lol earthquake oakland even feel	train	0
roshayyred know lmao totally forgot though damn flood surge gone take poor house ground smh	train	1
read alberta wildfire covering surface bigger chicago wtf	train	2
ojosazules got email embassy flood advisory fortunately anything go anywhere	test	1
northern california wildfire claim least life k acre burn via aol	dev	2
wildfire canada look quite severe	train	2
tourist stranded cyclone debbie evacuated island	train	3
firestorm structure destroyed massive wildfire blaze northern california	test	2
holy shit earthquake	train	0
whoooa tiny earthquake	train	0
anyone else bay feel earthquake	train	0
fuck felt earthquake	train	0
ex cyclone debbie	train	3
wind howling power keep going energex friend please stay safe	train	3
cyclone debbie eye reach mainland wall	train	3
dpyeout live flood zone town area ugh	train	1
help people affected sm word debbie go affected community news mail	train	3
north shore location closed today due flood warning heavy debris currently way nort	test	1
crazy weather crazy weather happening flash flood right yet	train	1
lord please calm weather po guide help people na super affected flood	train	1
powerful texas flood lead rescue devastation via nbcnightlynews	train	1
jetblue rainydayinnyc replying compliment flood complaint screwed elderly di	train	1
anyone feel earthquake	train	0
wildfire going lot	train	2
boothylaura got caught aftermath cyclone debbie parent place might unt	train	3
dead bull shark wash severe flood	train	3
dale redneck lost tractor fell asleep waking earthquake	dev	0
bbcnews pm bill mikan santa rosa resident chief ken pimlott california fire director	train	2
saved flood safe grandma	train	1
tonight thunderstorm could flood toronto store high drown apartment care anything	test	1
small earthquake felt menlo park ca	train	0
please help herbert hoover h show choir recover flood devastation	train	1
california wildfire seen burning space credit noaa via storyful dozen	train	2
diablo wind fuel widespread destruction fire california wine country via latimes	train	2
afp cyclone debbie pummels australia queensland bringing drenching rain flood power cut wake	train	3
gaga surprise release new stuff like gave u warming track flood drought ughhhh	train	1
thousand flee motorway convoy canada wildfire rage city	dev	2
prepared would earthquake occur help little kcal giving away free	dev	0
seafret wildfire official video via youtube	train	2
mulala evalisto feeling great cyclone debbie happening around state school cancelled sleep	train	3
thought prayer affected devastation cyclone debbie stay safe	train	3
pagli writes shut one friend mouth compared birmingham lahore flood compare af	train	1
govt announces eid bonanza flood hit business	dev	1
see green somewhere	train	3
canada wildfire could double size evacuation continue	train	2
luckily flood warning next six hour use excuse skip date	dev	1
anybody else feel earthquake anybody moving back ohio hate shit	train	0
well plan today cancelled flood water houston	train	1
may ex cyclone debbie still cranky bitch mopping patio count active rest	train	3
funonlineman fartbelly sitting roof house th straight day flood water rise se	train	1
um excuse feel earthquake imagining	train	0
least dead missing northern california wildfire	train	2
got love attitude	train	3
puerto rican still suffering california fire president challenging tillerson iq contest wtf	train	2
rest peace great uncle peach aunt sara couple married year die together california wildfire	train	2
never safe drive walk flood water areal flood advisory effect baker nassau duval co	dev	1
father appeared heading mother room overcome smoke flame	train	2
looked like apocalypse california resident watch horror wildfire destroy home	train	2
manitou spring well protected well served flood mitigation effort official say storm via	dev	1
survivorcbs need show aubrybracco going ask debbie stronger cyclone time	train	3
new post help victim california wildfire	dev	2
california wildfire staggering number cnn	train	2
mini earthquake got shook	train	0
hundred firefighter deployed battle deadly northern california wildfire mike penny promising aid trump	train	2
diablo wind explain fire burning california wine count via rightrelevance thanks businessinsider	train	2
dylanbyers hope flood gate open career go womp womp	train	1
brother living room playing boo god send flood	train	1
betcha koch ricketts buying stock south american malbec vintner even napa valley smoke clea	train	2
distributing food blanket people constantinople earthquake want make donation	dev	0
heart breaking home stay strong norcal	train	2
shooken san francisco	dev	0
right getting heavy rain ex tropical cyclone debbie heavy rain backyard flooded going nothing day	train	3
well said right	train	2
uhhh pretty sure earthquake right heck	train	0
hope started recover following cyclone debbie important tip business owner r	train	3
warning issued coastal nsw cyclone debbie remnant collides cold front nzstuff	dev	3
got call auntie debbie make sure cyclone also called debbie flattened house	train	3
cyclone debbie dump bull shark middle queensland road	test	3
climate change making diablo wind event devastating california right frequent severe	dev	2
cyclone debbie devastating flood seen air	train	3
wrong colleen happiest	train	2
alberta premier provides wildfire update	train	2
captaincoronaa look outside california fire	train	2
even feel earthquake	train	0
rex murphy fort mcmurray wildfire	train	2
melinatedr push fucking democrat call office send email flood twitter feed w	train	1
prez moronic asshole	train	2
another earthquake going go another hyperventilating breakdown	train	0
terrifying photo show deadly wildfire rampaging across california fed wicked wind	train	2
funny flood flash everybodys phone go	train	1
insert earthquake status	train	0
ksiolajidebt stfu man make million ad know saw p flood mayweather v mcgregor pounced	train	1
white house press secretary sarah huckabee sander wildfire heart go people california	train	2
dailycaller need get head seen anti trump would blame earthquake happ	train	0
cyclone debbie dump bull shark middle queensland road	train	3
thelastleg cyclone debbie le damage central qld one day donald trump u	train	3
gas price bad fort mcmurray wildfire skyrocket	train	2
phone going berserk flood landslide warning	test	1
cyclone debbie fuck right work today non stop raining km	train	3
helping flood soybean market	train	1
boat carrying turkish purge victim capsized evros river greece mom boy lost flood one	dev	1
flow hard fan flood victim mad bos vectorthaviper	train	1
cyclone debbie one hectic biartch c	train	3
tiny little earthquake live sf get used	train	0
yew cyclone debbie	train	3
watch massive wildfire canada lead today eye opener world second	train	2
cyclone debbie pound northern australia	train	3
abcnews queensland team outstanding understand community passionate reporting concern	train	3
show solidarity victim cyclone debbie tonight throwing outdoor furniture neighbour yard	train	3
moving back real time fuck shit pay enough	train	0
wildfire leaf post apocalyptic aftermath alberta ten thousand displaced leaving many seek	train	2
nobody want tell flood survivor lost everything oh way raise	train	1
tired beak blossom tulip drip bathe coral mum flood fatigue	train	1
davidwright cnn malcolmnance jennamc laugh need flood street protest putin visit day	train	1
news least people missing unaccounted california wildfire	train	2
earthquake occurred km n deep river utc	test	0
areal flood warning pm areal flood warning	train	1
airlifted alberta inferno official warn blaze could double size video	dev	2
ex cyclone debbie force mass closure queensland school ex cyclone debbie expected bring flash flooding	train	3
ex cyclone debbie force mass closure queensland school	train	3
official fear massive canada wildfire could double size	train	2
shit bro fell bed thought caused earthquake smh	dev	0
heard hash brown damn	train	3
canadian convoy begin hoping flee wildfire zone	train	2
yes earthquake rumbled oregon april prepared major one	test	0
get right god many warning noah give flood actual event sodom gomorrah actua	train	1
newssydney cyclone debbie make landfall bowen amp airlie beach live coverage channel	train	3
lizziejohnsonnn started running street fire enroached luckily truck drove picked prob	train	2
mma fighter suffers burn escaping california fire lose olympic gold medal	train	2
ex cyclone debbie people trapped flood around mackay live	train	3
told sister earthquake like washer like wtf	train	0
california fire need help	train	2
advisor khurshid ganai review flood protection work paigaam	train	1
katyperry alberta wildfire evacuee	train	2
break right heavy thunderstorm flash flood warning continues part buck	test	1
bbc news cyclone debbie monster storm make landfall australia	train	3
tropical cyclone debbie looked like international space station probably good	train	3
fantastic list closed tasting room hotel etc	train	2
u news california wildfire reduces year long dream ember	train	2
urgent california wildfire death toll rise	train	2
smoke filling high desert sky today blowing deadly wildfire ravaging n california official say	train	2
bcgeu made k donation red cross impacted fort mac area wildfire	test	2
requiring assistance purchasing food meet criterion via	train	3
omg felt earthquake	train	0
school got cancelled cyclone debbie tell queenslander	train	3
fyi albanywater albanycityhall buckingham pond foot south portion pond near lenox ave starting flood	train	1
newest story wildfire blaze california shared online news gazette	train	2
tiny earthquake got shook	train	0
cyclone debbie make landfall mph wind trigger mass evacuation queensland	train	3
video thousand shelter cyclone debbie hit australia	train	3
elonmusk sewage water contaminated water high flood area usually hopping every yr rv power storage	train	1
due extreme weather flash flooding dangerous lightning combined heavy rainfall	train	1
jetstarairways disgrace taking advantage people cyclone debbie	train	3
might put rollie hip cuz got time waste might buy watch flood bitch cuz time today	train	1
justinbeights cvillecityhall call flood phone line	train	1
climber tried scale mount everest almost half dozen time ran avalanche earthquake	test	0
boat carrying turkish purge victim capsized evros river greece mom kid lost flood kid wa	dev	1
deadly fire sweep across california compounding historic fire season	train	2
santa rosa california wildfire force evacuation kill people destroy home	dev	2
qld economy resilient cyclone debbie queensland economy watch	test	3
false prey wildfire novella wildfire saga gt	train	2
feel another earthquake moving	train	0
popular game minecraft teaching kiwi child earthquake preparedness tvnz	dev	0
abhisar sharma graduated sending tweet pakistan contact flood sinister sentiment india	train	1
brilliant service brisbanecityqld mulching fallen jacarabda tree paddington thanks fella amp safe	train	3
trump say california state deal devastating wildfire via ap	train	2
take much courage deal dealing right	train	2
gogi felt little earthquake	train	0
maybe take one minute day every day flood johnny black excellence lgbtiq goodness	train	1
school closed brisbane brace nightmare cyclone debbie wake	dev	3
finally un stuffed enough smell canadian wildfire hallucinating smoke smell	train	2
giant wave plastic garbage could flood study say	train	1
found fish skeleton along path walk probably got stuck puddle flood stage	train	1
migrainehours golfrumors shall cleanse holy flood immune fire	train	1
cyclone debbie hit range agricultural sector including sugar horticulture dairy	train	3
must one mighty angry cow caused	train	2
think fitting day taught younger	dev	0
uni today thanks cyclone debbie	train	3
look earthquake felt lmaoo	train	0
offbeatworlds mine got ruined flood protecting mom thing swear replace	train	1
giant wave plastic garbage could flood study say washington post	train	1
left fact ever	train	2
data regarding fire northern mn	train	2
sitting right top location last half hour big time street flooding northern rio ranc	train	1
massive wildfire leave destruction across california via usatoday	dev	2
hour flood watch rain finally seems imminent	train	1
awful thought great sympathy people wildlife caught huge	train	2
survived third earthquake california	train	0
told two yr watching deliberate flood men africa assimilate st	train	1
small san carlos california	train	0
raging wildfire force evacuation canadian city	test	2
thousand flee motorway convoy canada wildfire rage city	train	2
ohnoshetwitnt he one calling abolish ice stop human trafficking flood drug many	train	1
mag earthquake mi n visokoi island south georgia south sandwich island detail	test	0
well cold wind rain cyclone debbie moved south much much milder ginge hibern	dev	3
horizonless takief suenigma chariotsofgold remind libtard initiated hate hurricane harvey victi	train	2
chelseahandler flotus go detention center white house canceled due flash flood	dev	1
sydney weather wet wild condition ahead ex cyclone debbie drift south	train	3
earthquake trippen omg spooked	train	0
n california burn separate wildfire prompted mass evacuation near disneyland	train	2
literally got oakland shook	test	0
ok ummmmmm sky mn totally covered smoke apparently canada wildfire	test	2
mmda flood along edsa magallanes flyover southbound	train	1
vigilance required sediment related disaster caused heavy rain flooding lowland flooding river	train	1
second pic made flood basement	train	1
naw house insurance people came collect sofa damaged flood n sitting deck chair	train	1
deadly california wildfire destroy home business al jazeera english	train	2
oh god sad alexa play despacito cry flood right	train	1
yogi perfect day home practice f c f c cyclone debbie win class cancellation	train	3
dead bull shark found aftermath cyclone debbie	train	3
fort mcmurray wildfire grows k hectare	train	2
good shake sf	train	0
life flashed eye earthquake right	train	0
traffic backed bowen petrol station	train	3
tag first person plan flood drop twitter put name	train	1
new post cyclone debbie expert fear damage great barrier reef published	test	3
cyclone debbie pumels hamilton island via youtube	dev	3
