text,original_filename
Mueller takes leave for opinion on knee,train.csv
Today's schedule,train.csv
Frequent flingers,train.csv
Pro Tours: The Stops and the Talk,train.csv
New tee will try to hold its own,train.csv
Sun get back into playoffs,train.csv
NHL: Pucks iced,train.csv
Ferrero crashes in China,train.csv
Flynn makes Wales plea,train.csv
"Ferrero, Scheuttler come up short, Safin cruises in China Open",train.csv
Villeneuve: Our aim was to learn.,train.csv
"Football? No, it #39;s the Ryder Cup",train.csv
"De La Hoya, Hopkins worry about Ivan, too",train.csv
 #39;Satisfied #39; Benitez left wanting more,train.csv
Baby daughter has Riley hooked,train.csv
Saunders Calls for Welsh Appointment for Wales,train.csv
TEAM USA: Quizzical Riley is life of the party,train.csv
Franklin dumps the  #39;monkey #39;,train.csv
Owners: The puck stops here,train.csv
SI.com,train.csv
Jacques wants revenge on BAR,train.csv
Arizona's Johnson Becomes All-Time Lefty Strikeout King,train.csv
Battle for Ryder Cup 'Underdog' Tag at Oakland Hills,train.csv
Hughes leaves a void Ian Walsh,train.csv
TOYOTA CONFIRM TRULLI DEAL,train.csv
BLOODY REF,train.csv
Robbins slapped by rowing team-mate,train.csv
De La Hoya-Hopkins is about more than the championship,train.csv
Proteas will have the edge if rain hits Oval,train.csv
Law: He deserves honour,train.csv
"Home-course advantage? Not US has rank, Europeans have track &lt;b&gt;...&lt;/b&gt;",train.csv
Rookie Gallery  lt; -0 will start Sunday,train.csv
Doghouse Boxing #39;s Hopkins-v-De La Hoya fight predictions,train.csv
Could No. 700 give Bonds an image lift?,train.csv
"UPDATE 1-Blackburn chance too good to miss, says Hughes",train.csv
Golf calendar,train.csv
Mickelson confident despite change in equipment,train.csv
Ruud to the rescue,train.csv
Shoulder injury blow for Real #39;s Zidane,train.csv
Paralympic Drug Scandal Prompts Warning,train.csv
Quiet Man Hughes Will Do It his Way,train.csv
CARDINALS FACE TOUGH MATCH,train.csv
Clijsters Says She'll Marry Hewitt in February,train.csv
Dillon scythes through Bangladesh,train.csv
Good progress for JV and Renault at Silverstone,train.csv
Cricket: Australia replace Lee with Watson for Kiwis,train.csv
Doan an instant hero in Canada,train.csv
NHL Lockout Begins,train.csv
New Blackburn manager Hughes to stay on with Wales for two games,train.csv
Australia v New Zealand- ICC Champions Trophy scoreboard,train.csv
Energy keen to light up Europe,train.csv
Mets Manager Fired but Will Finish Season (AP),train.csv
Zook to replace Turner as Illini head coach,train.csv
Williams aims for big improvement,train.csv
Golf: A hyperactive Ryder Cup,train.csv
Mickelson sticks to skipping practice,train.csv
Beijing Paralympic Games to be fabulous: IPC President,train.csv
Brazil #39;s Mello ousts second-seeded Fish in ATP tour,train.csv
Browns' Green Hopes to Have Outrun Woes (AP),train.csv
Rockies Terminate Neagle's Contract (AP),train.csv
Where #39;s Phil?,train.csv
Hughes Calls for Welsh Successor,train.csv
WINDIES PERFORMANCE GIVES LARA HOPE,train.csv
Hughes: I had to join Rovers,train.csv
FIRST-PERSON: Rangers pitcher should sit out a year,train.csv
Tuskegee-Benedict Football Game Postponed (AP),train.csv
It's an Early Exit for Myskina,train.csv
Boxing News -- 24 hours/day - Reload often!,train.csv
Fighting Irish should build on momentum,train.csv
Dalmiya authorised to take any action,train.csv
Wednesday at the Ryder Cup,train.csv
"Mello ousts Fish, gains quarters",train.csv
Rower slaps Sally at homecoming,train.csv
Three more appeals lodged against Olympic medal results,train.csv
TV rights wrangle threatens India v Australia coverage,train.csv
John Lynch Draws NFL Season's First Fine (AP),train.csv
American Home Comforts Suit European Ryder Rookies,train.csv
Trimmed down Monty has stomach for battle,train.csv
SAB TV moves court: telecast rights,train.csv
Sally still shoulders rowing blame,train.csv
Milwaukee Brewers Team Report - September 16,train.csv
Chiefs Staying Positive Before Home Game,train.csv
Lockout could be NHL #39;s demise,train.csv
Tigers Ryder Cup Conundrum,train.csv
Cincinnati Reds Team Report - September 16,train.csv
This Date in Baseball for Sept. 17 (AP),train.csv
CL KO for Frisk,train.csv
Colts Face Second Week of Heavy Schedule (AP),train.csv
"Kuznetsova, Petrova Advance at Wismilak (AP)",train.csv
Mark Hughes opens up,train.csv
"Top-seed Myskina eliminated, but Kuznetsova and Petrova advance",train.csv
DORTMUND YOUTH FACE UP TO BAYERN,train.csv
Australia cruise into semifinals,train.csv
Early exit for Myskina in Bali,train.csv
Special to Page 2,train.csv
Mayer Moves to Romania Quarterfinals (AP),train.csv
Cricket: Symonds leads Aussies into last four,train.csv
"Sutton pairs Tiger, Phil at Ryder Cup",train.csv
Swimmer issues crowd plea,train.csv
"Kuznetsova, Petrova Advance at Wismilak",train.csv
Vince Carter wants out of Toronto,train.csv
"Yankees, Red Sox lock up on FOX",train.csv
"Kuznetsova, Petrova advance at Wismilak",train.csv
"Four years older, and wiser",train.csv
Seattle Tackle Jones Misses Training Camp (AP),train.csv
Mickelson Again Missing for Final Ryder Practice,train.csv
"Hawks Ink Free Agents Kenny Anderson, Jon Barry",train.csv
Trulli makes quick switch to Toyota,train.csv
ESPN.com news services,train.csv
"Hawks Ink Free Agents Kenny Anderson, Jon Barry (Reuters)",train.csv
"Hawks sign Anderson, Jon Barry",train.csv
Zidane sidelined for three weeks after dislocating shoulder,train.csv
Another day without practice for Phil,train.csv
Hughes delighted with Blackburn Rovers Football Club,train.csv
'Monday Night Football' to Use Air Delay (AP),train.csv
Australian rower Oliver goes slap-happy,train.csv
West Virginia #39;s task: Climb over Maryland,train.csv
Woods to play at 84 Lumber Classic,train.csv
LSU-Auburn Rivalry Could Get New Chapter (AP),train.csv
Ohio State Buckeyes Succeed in Close Games (AP),train.csv
NHL Talent Comes Home,train.csv
TRULLI FELT BAD VIBES AT MONZA,train.csv
MLB player arrested,train.csv
LSU-Auburn rivalry could get another chapter: The Hurricane Game,train.csv
"Bonds 3-For-3 But No Homer, Remains at 699",train.csv
Agendas differ at Maple Grove,train.csv
NBA's young Bobcats add experience in Smith (AFP),train.csv
"Bonds 3-For-3 But No Homer, Remains at 699 (Reuters)",train.csv
Irish Help European Team at Ryder Cup (AP),train.csv
"Bonds 3-For-3 But No Homer, Remains at 699",train.csv
Europe Strikes Early Ryder Blow with Charm Offensive,train.csv
Teams United in Desire to Wait for Players in Labor Dispute,train.csv
Oakland Hills Now Seen As Golf Mecca (AP),train.csv
Sprinter Earle Connor suspended from Paralympic team pending CCES &lt;b&gt;...&lt;/b&gt;,train.csv
Hughes to take Bowen with him to Blackburn,train.csv
Who #39;s the Champ? Who Cares? NASCAR Wants TV Ratings,train.csv
Bayer give a Real shock,train.csv
Bobcats Sign Veteran Guard Smith (Reuters),train.csv
Frisk is the latest victim at Romes modern Coliseum,train.csv
Pekerman hired as Argentina soccer coach,train.csv
Baseball: Bonds #39;s pursuit of 700th homer to continue at home,train.csv
Woods and Mickelson in Early Assault on Europe,train.csv
Bobcats Sign Veteran Guard Smith,train.csv
F1: Trulli to Drive for Toyota Team Next Year,train.csv
SAINTS SMASH HODDLE TALK,train.csv
Ryder Captains Call for Sportsmanship on Eve of Cup,train.csv
Canadian teams voice support for Bettman,train.csv
"Record breakers? Fat hope, Real",train.csv
Rockets Exercise Contract on Yao (Reuters),train.csv
Rockets Exercise Contract on Yao,train.csv
Teammate slaps rower,train.csv
Excerpts of Bryant #39;s interview with investigators,train.csv
McGrath and mates turn arch rivals into minnows,train.csv
Lockout stalls NHL season,train.csv
Hughes called Ferguson for word of advice,train.csv
Report: Before Arrest Bryant Said He Would Pay Accuser,train.csv
Jose Pekerman takes over as coach of Argentina,train.csv
Ferrero joins Moya in early China Open goodbyes,train.csv
"Fan Pursues Bonds Home Run Ball, But Strikes Out",train.csv
Southampton Football Club deny Hoddle link,train.csv
Report: Bryant Told Police He Was Innocent (AP),train.csv
Bryant Asked Police About Possible Payoff,train.csv
Woods and Mickelson Get Nod for Opener,train.csv
"Rejuvenated Red Sox back in the Bronx, taking aim at Yanks",train.csv
FOOTBALL LIVE REPORTS,train.csv
Betting scam jockey cleared of deliberately jumping off horse,train.csv
Sutton makes gutsy call in first pairing,train.csv
Australian rowers row reaches a new low,train.csv
Magpies go double Dutch,train.csv
Athletics Defeat Rangers 5-4 (AP),train.csv
Soriano Hurts Leg in Headfirst Slide (AP),train.csv
Kiwi hopes brought down by Symonds the six-shooter,train.csv
Roma to face UEFA wrath,train.csv
Chargers home opener vs. Jets blacked out,train.csv
Symonds leads Aussies into last four,train.csv
"Under the Weight of 700, Bonds Returns Home to Lift His Growing &lt;b&gt;...&lt;/b&gt;",train.csv
Diamondbacks Rip Rockies 8-5 (AP),train.csv
"Under the Weight of 700, Bonds Returns Home to Lift His Growing Legend",train.csv
"In Cup Gambit, U.S. Is Pairing Its Aces",train.csv
Spadea cruises into quarters,train.csv
Spadea Advances to MIT Quarterfinals (AP),train.csv
"It's Styles That Make Fights, Even Among Trainers",train.csv
Schilling Gets 20th As Red Sox Beat D-Rays (AP),train.csv
AP: Ex-Florida Coach Fred Zook to Illinois (AP),train.csv
A Puzzling Change for Mickelson,train.csv
Symonds Leads Aussies Into Champions Trophy Semis,train.csv
Soriano injured in steal attempt,train.csv
Tennessee #39;s freshman QBs make good first impression,train.csv
Fox cleared over Ice Saint ride,train.csv
McGrath proves he #39;s on the way back,train.csv
Srichaphan edges out Lisnard to advance in China Open,train.csv
National League Game Summary - Atlanta at New York,train.csv
Thursday at the Ryder Cup,train.csv
Pekerman revealed as Argentina coach,train.csv
"Plate umpire O #39;Nora ill, game delayed",train.csv
Colorado State Limits Alcohol at Stadium (AP),train.csv
Palmeiro Keys Victory,train.csv
A Physical Stretch,train.csv
Hixon Remains in Coma,train.csv
Both leaders taking big risks,train.csv
Padres acquire Gonzalez from Expos,train.csv
SEC teams hope to beat Ivan to punch,train.csv
Irish have renewed hope,train.csv
AL Wrap: Crosby Blast Ends Rogers' Run in Oakland (Reuters),train.csv
Lohse Continues Roll,train.csv
All the Yankees Are Raving About Hernndez's Second Act,train.csv
Quarterback Controversy Imperils a Successful Season for Dolphins,train.csv
Expos trade Gonzalez to Padres,train.csv
"Johnson rides into  #39;playoffs #39; with hype, skill on his side",train.csv
Sports: Orioles 9 Blue Jays 5,train.csv
NL Wrap: Ramirez Shines in Cubs Victory Over Reds (Reuters),train.csv
"Soriano Injured, Could Miss Rest of Season",train.csv
Remorseless quest all the way,train.csv
Another showdown for archrivals,train.csv
"BREWERS: Another loss, but Bonds held homerless",train.csv
Boston #39;s Schilling first to 20 wins,train.csv
"Yankees, Red Sox tangle with division title on the line",train.csv
Excited Bnei Sakhnin team leave for St James Park,train.csv
Padres Blank Dodgers 3-0 (AP),train.csv
Kluivert nets twice against first Arab team in UEFA match,train.csv
Top seed Spadea enters Delray Beach ATP quarter-finals,train.csv
"Finally, Fall Racing Meaningful",train.csv
"Mickelson, Woods team up to lead off US at Ryder Cup",train.csv
"MLB: Houston 8, St. Louis 3",train.csv
Angels Clobber Mariners 6-1 (AP),train.csv
"Astros win to keep pace with Giants, Cubs",train.csv
DC in first place for Expos,train.csv
Purdy sets Texas pace,train.csv
Schilling gets 20th as Red Sox romp,train.csv
Saints' Haslett Aims to Stay but Might Not (AP),train.csv
Monty Relishing Early Ryder Cup Showdown with Woods,train.csv
American League Game Summary - Anaheim at Seattle,train.csv
Expos to move Nov. 30,train.csv
Unrelenting rivalry moves into lion #39;s den,train.csv
Souness Disappointed With Indiscipline,train.csv
Angels get all the breaks,train.csv
Patriots not keeping tabs on streak,train.csv
"Contenders may be pacing, not chasing",train.csv
Sports in brief: Locked-out NHL players look for work,train.csv
Souness rues ill-discipline,train.csv
HUGHES TO PICK SOUNESS BRAIN,train.csv
Kevin Roberts: Moss is on everyone #39;s agenda,train.csv
French Open champ Myskina tumbles in Bali,train.csv
SI.com,train.csv
Comets to miss 1st WNBA playoffs,train.csv
Padres shut out Dodgers,train.csv
Irish Defensive Line Shuts Down Opponents (AP),train.csv
More than just a pretty face,train.csv
Zooming into prominence,train.csv
He's no Cup-cake at the event,train.csv
NL notables,train.csv
Brushing off the buzz,train.csv
Twins win 9th straight,train.csv
AL notables,train.csv
Milloy won't be ready for Patriots,train.csv
Wilfork has a nose for his new position,train.csv
"But seriously, folks",train.csv
Revolution hope history repeats itself,train.csv
Sinden: Owners in lockstep on lockout,train.csv
QB Santos gets Wildcats running wild,train.csv
"Under Woods, Stonehill making some noise",train.csv
This weekend's key New England games,train.csv
UConn-BC: Lots of hard feelings,train.csv
Langer's pairings apparent,train.csv
Spectators didn't get their Phil,train.csv
B-R's opening task is not an easy one,train.csv
This week's schedule,train.csv
For the record,train.csv
Marshfield holds off Billerica,train.csv
Millennium International Tennis Championships,train.csv
Upcoming auto races,train.csv
Oscar #39;s dad in his corner,train.csv
Schilling wins No. 20,train.csv
"This weekend on TV, radio",train.csv
No shortcuts for staying safe,train.csv
It's time to cut to Chase at NHIS,train.csv
Boeker #39;s a wreck - even before he #39;s ousted,train.csv
Chase for the Cup underway,train.csv
Rio says he owes Sir Alex,train.csv
Bonds Heads Home Still Looking for No. 700 (AP),train.csv
Greg sails into last eight,train.csv
Hopkins has done things his way,train.csv
AUTO RACING: Fighting-mad Mayfield fired up for the Chase,train.csv
"Bonds on hold, Giants on roll",train.csv
Rossi misses provisional pole,train.csv
Jacques Villeneuve: The team and I share a common goal,train.csv
TOM WALSH: Message-free at the tee,train.csv
New format becomes a game of survival,train.csv
"MLB: Anaheim 6, Seattle 1",train.csv
UNLV Names Sanford Head Football Coach,train.csv
Cricket-Cricket Australia keeps fingers crossed over India TV &lt;b&gt;...&lt;/b&gt;,train.csv
Israeli Arab team enter big league,train.csv
Cubs Keep Pace: Ramirez fuels 5-4 victory,train.csv
Villeneuve to Race for Renault to End of Season,train.csv
Dyer out for several weeks,train.csv
"Home runs, errors and Cubs, oh my",train.csv
49ERS NOTEBOOK McAllister: the star running back that got away,train.csv
Jaguar to Pull Out of Formula One,train.csv
On deck: Padres (79-68) at Giants (82-65),train.csv
ENGLAND CONTRIBUTE TO STRUGGLING START,train.csv
Champions Trophy: Lankans gain ground,train.csv
HOPKINS SETS THE PACE,train.csv
Jaguar leave the paddock,train.csv
Live: Ryder Cup,train.csv
HUGHES: I SAID NO TO UNITED,train.csv
Cricket telecast back-up poser,train.csv
Jaguar and Ford Pull Out of Formula One,train.csv
Problema Violencia A Roma Continua (Pardo Duo),train.csv
Will favorites finally win one?,train.csv
Jaguar and Ford Pull Out of Formula One,train.csv
Monty Gives Europe Early Advantage at Oakland Hills,train.csv
Report: Zook accepts Illinois job,train.csv
Ryder-Monty gives Europe early advantage at Oakland Hills,train.csv
C Palace v Man City (Sat),train.csv
Rossi: Well go for it,train.csv
Loeb leads the way in Rally of Britain,train.csv
Challenges are great - in moderation,train.csv
"Myskina Upset, Kuznetsova Still Winning at WTA Bali",train.csv
Japan baseball players go on strike,train.csv
Carter wants out of Canada,train.csv
"NHL on Ice, Maybe for Whole 2004-05 Season (AP)",train.csv
The political implications of the Jaguar decision,train.csv
Red Sox Ready For Yankees After Schilling Wins 20th,train.csv
Japan Players to Go on First-Ever Strike,train.csv
Kuznetsova forced to fight to reach Bali semis,train.csv
More Blackburn Rovers Stories,train.csv
"Japan #39;s players go on strike, weekend games called off",train.csv
Rough Start for U.S.,train.csv
Eberharter Retires,train.csv
Victory pays for visitors,train.csv
Nets Chief Throws Cold Water on Kidd Trade (AP),train.csv
US defeats the EU,train.csv
Portis the showman remains a team player,train.csv
Dyer facing weeks out with injury,train.csv
Ajax finally comes to terms with Trabelsi,train.csv
"Actually, they #39;re all in the chase",train.csv
"Olympics Great Success After HGH Testing, WADA Says",train.csv
Racing: Formula One in turmoil as Ford pulls out,train.csv
Austria #39;s Eberharter Retires,train.csv
"Sunday, 1 pm EDT",train.csv
Ryder Cup: Europe Takes Early Control,train.csv
Bowen Joins Hughes At Blackburn,train.csv
Solberg Turns Up Heat,train.csv
Viduka makes mark in Europe,train.csv
Mills: City squad behind Keegan,train.csv
It #39;s showtime for these Sox,train.csv
Trescothick boosts England,train.csv
Auburn LSU Game,train.csv
Trammell never lets up,train.csv
Jazz Cancel Moscow Trip Over Concerns (AP),train.csv
Ryder Cup: Europe Clinches the First Point,train.csv
Soccer: Ferguson looking to Ferdinand to steady shaky United ship,train.csv
Tennis: Flying Finn Nieminen knocks off Nalbandian for third semi &lt;b&gt;...&lt;/b&gt;,train.csv
Paul Martin hopeful NHL lockout will be resolved,train.csv
Utah Jazz Cancel Trip to Russia Over Security,train.csv
Jets' Josh Evans Out With Back Injury (AP),train.csv
Mayer Tops Ferrer in Romania Open Upset (AP),train.csv
Broncos Penalized Again for Salary Cap Violations,train.csv
Jaguar gives up on Formula One,train.csv
Oscar De La Hoya Has It,train.csv
Kuznetsova Moves Into Bali Semifinals (AP),train.csv
Ford Pulling Jaguar Team Out of Auto Racing,train.csv
NBA cancels Jazz #39;s exhibition trip to Moscow,train.csv
"Alabama State, Pine Bluff Game Postponed (AP)",train.csv
Sutton Keeps Faith with Woods and Mickelson,train.csv
Already running on our news wire,train.csv
Panthers Lose Davis to Knee Injury (AP),train.csv
Moscow fumes as Utah Jazz pulls out of NBA date (AFP),train.csv
Tiger and Phil fail first test,train.csv
Jaguar to be withdrawn and sold,train.csv
Panthers RB Davis to undergo knee surgery,train.csv
SAFIN AND SRICHAPHAN PROGRESS,train.csv
Jazz trip to Moscow canceled because of security concerns,train.csv
"Different date, same story",train.csv
"Auburn, Alabama games will be played as scheduled",train.csv
Cats pack heat against Wisconsin,train.csv
George just waiting for another chance,train.csv
Ducks to Take Aim at No. 2 Oklahoma (AP),train.csv
Europe Dominates U.S. at Start of Ryder Cup,train.csv
Irish Look to Top Michigan State on Sat. (AP),train.csv
Colorado Campus Bans Beer Sales at Stadium,train.csv
Europeans dominate morning Ryder Cup matches,train.csv
Women #39;s Tennis: Kuznetsova Set for Another Title After US Open Win,train.csv
Villeneuve to Drive Final Races for Renault,train.csv
Panthers #39; back Davis out up to 5 weeks with knee injury,train.csv
No Jazz in Russia,train.csv
"Auburn, LSU will play Saturday",train.csv
"Riley, Cink score for US team",train.csv
"Red Sox, Yankees Renew Rivalry at Stadium (AP)",train.csv
Official: Athletes Were Tested for Hormone (AP),train.csv
"Woods, Mickelson Inspire U.S. Ryder Cup Comeback",train.csv
Ryder Cup Fans Quick to Take Sides,train.csv
Friend #39;s E-mail: Your E-mail:,train.csv
"Jordan-Hare Stadium (87,451)",train.csv
Rain takes England-Lanka tie into second day,train.csv
Auto Stocks Fall Despite Ford Outlook,train.csv
Athens throws Paralympic party for largest games ever,train.csv
ESPN.com news services,train.csv
Auburn waits while Ivan rolls through,train.csv
Maradona to Return to Cuba on Monday for Drug Rehab,train.csv
Westwood and Garcia prove friendship works wonders,train.csv
Weather holds key to England #39;s chances,train.csv
Wagner Suspended After Being Ejected (AP),train.csv
"Europe on Top as Woods, Mickelson Struggle",train.csv
Drew  amp; Jimmy Sox it to  #39;em,train.csv
UPDATE 1-Villeneuve relishes Renault challenge,train.csv
Rain cancels Chase qualifying at New Hampshire,train.csv
Zim cricket team arrives in Pakistan,train.csv
Opinion: Transcript not incriminating,train.csv
Rangers Reliever Suspended for Fan Fight (AP),train.csv
Loeb hangs in to maintain early lead,train.csv
England need their big guns to dispel doubts,train.csv
Kluivert on the double,train.csv
Donald finds the taste for battle after shaky start,train.csv
Pressure on De La Hoya,train.csv
Hats off to new cringe factor record,train.csv
Upheaval in F1 as Jaguar withdraw,train.csv
Rangers Reliever Francisco Suspended for Season,train.csv
Kenny Perry  amp; Stewart Cink lost to Sergio Garcia  amp; Luke Donald 2 amp;1,train.csv
Prem Preview: Blackburn  Portsmouth,train.csv
Dvoracek will not play vs. Oregon,train.csv
Auburn puts South in West Coast offense,train.csv
Fans at Ryder Cup Proving to Be Quiet (AP),train.csv
Rangers Reliever Francisco Suspended for Season,train.csv
Nightmare for US dream team,train.csv
Rangers pitcher suspended for rest of season,train.csv
Basketball: Moscow fumes as Utah Jazz pulls out of NBA date,train.csv
No game in Moscow for the Utah Jazz,train.csv
Treatment of lockout shows NHL #39;s problems,train.csv
U.S. Dream Team Spanked in Ryder Cup Play (AP),train.csv
Hopkins/De La Hoya showdown for all the marbles,train.csv
Air Force Footballer Acquitted of Steroids (AP),train.csv
Wilson Takes One-Shot Lead at Texas Open (AP),train.csv
Ryder Dream Pairing Becomes a Nightmare for Sutton,train.csv
Montgomerie Heaps Misery on U.S.,train.csv
"Riley proves he belongs, preventing US morning shutout in Ryder &lt;b&gt;...&lt;/b&gt;",train.csv
CC #39;s season likely over,train.csv
"Athletics: 21 Olympic Champions, Steeplechase Showdown Highlight &lt;b&gt;...&lt;/b&gt;",train.csv
Rain wipes out NASCAR qualifying,train.csv
Mickelson Benched by Sutton at Ryder Cup,train.csv
"I Let It Slide, Admits Downcast Mickelson",train.csv
Qualifying Rained Out,train.csv
Feuding Midfielders,train.csv
Terps Need Leadership,train.csv
A Cry for Justice,train.csv
Wilson on top at Texas Open,train.csv
"NBA Cancels Game in Russia, Citing Terrorism Risk",train.csv
Garcia-Donald hold off Perry-Cink,train.csv
Wilson takes lead at Texas Open,train.csv
"On the Far Side of the Field, a Familiar Face",train.csv
Mickelson to Sit Ryder Cup Play Saturday,train.csv
Europeans dominate Friday matches at Ryder Cup,train.csv
Jaguar exit puts other teams on the brink,train.csv
Bonds Back at Home With 700 in Sight (AP),train.csv
Liberty Beats Sun 69-66 to Reach Playoffs (AP),train.csv
Europe take charge after making history,train.csv
Russian showdown,train.csv
Braves Rally to Defeat Marlins 8-1 (AP),train.csv
Rookie Brandi Jackson Leads at Safeway (AP),train.csv
Streaking Cubs Smack Reds 12-4 (AP),train.csv
Expos Rally to Defeat Phillies 12-8 (AP),train.csv
Quick look at Ryder Cup #39;s key holes,train.csv
Villeneuve to drive Renault till end of year,train.csv
Finn blazes past Nalbandian,train.csv
Rookie Jackson takes first-round lead,train.csv
"Ignoring 1918, Ramirez Has Fun Leading the Resurgence",train.csv
Senden tied for third in Texas,train.csv
American League Game Summary - Kansas City at Cleveland,train.csv
A Long Division Test,train.csv
Suggs Questionable,train.csv
Area College Football Capsules,train.csv
"Cavaliers, Hokies Play Host",train.csv
Riley's Contribution,train.csv
Cal has blueprint for victory,train.csv
The Rundown,train.csv
Rangers missing nine for Inverness match,train.csv
Under Construction,train.csv
Thomas Boswell,train.csv
NL Wrap: Jones Leads Braves Closer to Division Title (Reuters),train.csv
Top-Seed Spadea Advances at Millennium (AP),train.csv
NL Wrap: Jones Leads Braves Closer to Division Title,train.csv
Bonds Gets No. 700,train.csv
Ecclestone shrugs off court defeat with \$500m offer,train.csv
US team hits low point on first day,train.csv
Loeb in front in Wales - but for how much longer?,train.csv
No. 2 Oklahoma Expects Good Oregon Team (AP),train.csv
Bonds Hits Home Run No. 700,train.csv
Europe dominate first day,train.csv
Tennis: Safin reaches China Open semis,train.csv
HOLMES CONSIDERS TAKING ON DOUBLE,train.csv
"Rain forces England, Sri Lanka into a second day",train.csv
NL Wrap: Jones Leads Braves Closer to Division Title,train.csv
"Ford to Cut 1,150 Jobs At British Jaguar Unit",train.csv
AL Wrap: Damon Lifts Red Sox Nearer to Yankees,train.csv
Bonds reaches 700 milestone,train.csv
Rain halts qualifying for Sylvania 300,train.csv
Mercury #39;s chance at playoffs hinges on final 2 games,train.csv
UNDATED: 10 assists.,train.csv
"Bonds Hits 700th Homer, Giants Beat Padres (AP)",train.csv
AL Wrap: Damon Lifts Red Sox Nearer to Yankees,train.csv
Rain hands prime spots to top 10,train.csv
Mystics win fifth game in a row,train.csv
Leads Braves Closer to Division Title (Reuters),train.csv
NL: Bonds Drills 700th Career Homer Against Padres (Reuters),train.csv
NL: Bonds Drills 700th Career Homer Against Padres,train.csv
Americans knocked into States of shock,train.csv
"Red Sox beat Rivera, Yankees to pull within 2 1/2",train.csv
Rainout gives Gordon pole for start of Chase for the Championship,train.csv
Dobbs #39; double lifts M #39;s,train.csv
Spadea rallies to beat qualifier; makes semis,train.csv
MICK SENT TO BENCH,train.csv
Boston eclipse Yankees,train.csv
Suzuki breaks singles record,train.csv
Woods woeful in Ryder Cup,train.csv
Sox pour it on in 9th to threaten NY reign: Solve Rivera for big 3 &lt;b&gt;...&lt;/b&gt;,train.csv
European dominance,train.csv
Russian terror dooms Jazz trip,train.csv
Benching suggests Lefty #39;s routine isn #39;t working,train.csv
Historic HR bridges 2 eras,train.csv
Loeb claims Rally of Britain lead,train.csv
Cards edge D-Backs; Webb gets quick heave,train.csv
"NHL owners, players are so far apart, some fear lockout could last &lt;b&gt;...&lt;/b&gt;",train.csv
"Top-seed Spadea, No. 3 seed Ancic advances to semifinals",train.csv
Utah game in Moscow called off,train.csv
"With US stars off, European rout is on",train.csv
Ford boosts earnings outlook,train.csv
Bonds most comfortable on the field,train.csv
"One Leak plays, other Leak sits",train.csv
Apple high,train.csv
Team refuses to cool it on practice,train.csv
Stoneham finishes the job,train.csv
Dilboy Field to get a facelift,train.csv
Acton-Boxboro makes it 39 straight,train.csv
B-R's risk was worth the reward,train.csv
NL notebook: Braves getting close to another division crown,train.csv
Orlovsky not bitter at BC,train.csv
Liberty earns playoff berth,train.csv
Notebook: Rain ends NASCAR qualifying,train.csv
No. 700 for Bonds,train.csv
Rivera brought heat after hit,train.csv
Rox ask Kennedy to derail Dodgers,train.csv
Utah Jazz: Russia trip cancelled,train.csv
Leaders can point to washout,train.csv
Craven is riding a wave of emotion,train.csv
Rivera brought heat after hit,train.csv
NL notables,train.csv
Game speaks volumes for Melamed,train.csv
Today's schedule,train.csv
Preview day for Cup contenders,train.csv
Texas's Francisco banned for rest of year,train.csv
Quick pick is De La Hoya,train.csv
Angels narrow the gap,train.csv
Captain picks effort apart,train.csv
Knight blames pampered Olympians,train.csv
Aussie Ellis third in LPGA event,train.csv
Mickelson benched by captain Hal,train.csv
"Bonds #39; 700 odyssey: Homer, sweet homer",train.csv
Rallying against Rivera,train.csv
Rain frustrates England #39;s fightback,train.csv
GRONHOLM CAN BOUNCE BACK - PROVERA,train.csv
Having a ball,train.csv
"UPDATE 1-Windies win toss, field v South Africa",train.csv
National League: Braves closing in on another crown,train.csv
"Bonds Joins Ruth, Aaron in 700 Club (AP)",train.csv
Red Sox Rally Past Yankees in Ninth (AP),train.csv
Sportsview: Sutton Gets Ryder Cup Bill (AP),train.csv
Wilson sets the pace at Texas Open,train.csv
Today #39;s games,train.csv
Rain Puts 10 Title Contenders Up Front (AP),train.csv
"Europe sets tone, trumps US duo of Woods, Lefty",train.csv
VILLENEUVE FIRED UP FOR BATTLE,train.csv
Youzhny upsets Paradorn to reach Beijing final,train.csv
Marcus Gronholm out of the race,train.csv
"Windies win toss, field v S. Africa - Champions Trophy",train.csv
Ancic reaches semis at Millennium,train.csv
Windies win toss and field,train.csv
Youzhny reaches China final,train.csv
Motorsport: Solberg #39;s stage hat-trick,train.csv
Walker off to running start with Irish,train.csv
"Bonds Joins Ruth, Aaron in 700 Club",train.csv
Home side left scrambling,train.csv
Gronholm crashes out of rally,train.csv
Hopkins carries pal #39;s faith into ring with Oscar,train.csv
Flintoff century steers England to 251 for seven,train.csv
Panthers running back out 2-5 weeks,train.csv
Windies looking to bury the past,train.csv
Bonds saves his very best for the home fans,train.csv
Sutton #39;s strategy helps US dig hole Woods-Mickelson loses twice &lt;b&gt;...&lt;/b&gt;,train.csv
Cincinnati Looks to Shed Bungles Image (AP),train.csv
NL Wrap: Jones Leads Braves Closer to Division Title,train.csv
Youzhny Upsets Paradorn to Reach Beijing Final,train.csv
Kuznetsova beats compatriot Petrova to advance to final in Bali,train.csv
Monty #39;s dream start,train.csv
Flintoff puts England in command,train.csv
Proteas get good start,train.csv
Irish ready for fired-up Mich. State,train.csv
Golf Notebook: Sutton sees need to take chances,train.csv
NHL vs. NHLPA,train.csv
