Tweets	partition	Topics
magnitude near luzon philippine	train	0
please safe guy prayer people place hit typhoon ruby fff	test	7
deadly respiratory disease called mers virus reported deadly respiratory disease sickened	train	5
textmsg family guest okay sporadic cell service lot damage direct hit	train	3
waiting announcement suspension class f	train	7
typhoon glenda cnblue concert typhoon ruby bts concert typhoon philippine kpop fan	train	7
anyone wanting go save drowning people flood jihad	train	6
need know document expose lie day quarantine contagious w symptom	dev	8
km nw kalumpang indonesia sunday september utcsunday september	train	0
going give want acting	train	4
another major earthquake jolt balochistan quetta magnitude earthquake struck pak	train	0
killed major earthquake via	train	0
cyclone devastates vanuatu sydney march one pacific ocean powerful ever storm devastated	train	9
calling aftershock call another damn earthquake agreed	train	2
banci engbot banci seeing police bureau pam praj razia like know trouble walk	train	9
good question white house play role cdc delay response	train	8
saudi arabia find another mers case disease spread	train	5
monsoon kill hundred india nepal dozen people killed flooding nort	test	4
video talk earthquake preparedness amp china trade tie	dev	2
hurricane odile blazed trail destruction mexico baja california peninsula seen space	test	3
nigerian news alert taiwan raise travel warning nigeria ebola outbreak center disease cont	dev	8
third case mers confirmed center disease control prevention conf	train	5
europe spain valencia peniscola preliminary earthquake report date time	train	0
case reported april year since disease emerged htt	train	5
deadly monsoon hit india nepal	train	4
thought prayer go people effected way help donate	train	3
member fam unreachable pls share condition contact near chitwan trying reach famil	train	10
usa score aftershock napa earthquake felt way usa official warn	train	1
devastating situation kashmir post flood rescue local govt public volunteer action	train	6
least people killed magnitude earthquake	dev	0
pakistan earthquake hundred dead balochistan bbc	train	0
magnitude km alpine ca united state	dev	0
prayer killed across punjab due heavy rain fall flood	train	6
resort report damage hurricane odile westin los cabos sheraton hacienda del march	train	3
update five dead chile quake upgraded via	dev	2
devastating close thought across tasman via	dev	9
news vanuatu unicef provides life saving medical equipment medicine vanuatu child	train	9
dddd report r team heading road nepal join rescue amp relief team reportedly reaching later tonight amp tomorr	train	10
breaking report indicate napa earthquake caused john maynard keynes rolling grave bee	train	1
philippe lopezs best photograph procession typhoon haiyan hit philippine	test	7
california early warning system gave second alert big napa quake	dev	1
please help u find missing white large dog lee chan sendai one two loyal	train	0
loss napa earthquake could top billion boston globe	train	1
judicial commission report ordered last flood punjab	train	6
second high impact hit south west	test	0
first american die disease	train	8
flood flush snake threaten flood hit area detail watch	train	6
kashmir city hit huge flood much main city indian administered kashmir srinagar water	train	6
status municipality city including report effort	train	7
disease agent patentable mers virus claimed dutch university international patent application ht	train	5
dead evacuate slam philippine	train	7
breaking armed force dispatched prisoner reportedly escape iquique prison quake minister	train	2
cyclone olwyn hammer carnarvon warning issued south wa severe tropical cyclone olwyn hammer carnarvon move	train	9
live coverage california earthquake	train	1
heartfelt wish people california experienced earthquake creatively custom	train	1
team working get better picture humanitarian need area hit	train	7
india today honour killing girl allegedly shot dead father	train	4
impossible get tweet follow want give	train	4
chile president michelle bachelet declared northern chile disaster area	train	2
wind hurricane odile strong last night cabo created barrier door shelter htt	train	3
least killed rapti ganga express ram autorickshaw bihar	train	4
quake california wine country injures dozen	test	1
earthquake warning system exist california pay one via	train	1
usa california hit earthquake magnitude usa ap earthquake preliminary magnitude	train	1
pray god would mercy west africa intervene terminate deadly disease dr brantly	train	8
quake km yountville california	dev	1
anyone reach help ohio relative stranded cabo mx state setting email number	train	3
new video added image california bay area earthquake	train	1
joint discussion iocl ssb con gen indianembassy nepal amp representative affected area http	test	10
world dozen flock new ebola treatment center	train	8
latest news iran negotiation vanuatu storm debt ceiling need know start day	train	9
know someone experienced property damage may need expert	dev	1
nepal quake toll top aid reach area near epicentre hindu	train	10
guard two dacoit killed robbery attempt karachi	train	0
wine curse seismic activity via california quake mean big damage napa valley winery	train	1
nepal quake china shuts everest season tibet	train	10
path hurricane odile destruction seen instagram hurricane odile	train	3
please tsunami coming possibly another earthquake	train	2
one said hey national weather service big odile alex	test	3
pm modi leaf jammu kashmir review ass flood situation	train	6
earthquake rattle california wine country	train	1
ciaa govt amp people humanitarian mission rescue relief share relieve tear sorrow caused http	dev	10
man love mom always willing help keep philippine prayer	train	7
happened unfortunate beautiful country knee	train	10
buuuut niaaaallll love	train	2
fire injury latest news update morning	test	1
two week ago nepal preparedness training took photo patan durbar ruined	train	10
nepal mission departs idf stand	test	10
still find beauty amp fun among ruin love california napa quake	train	1
life threatening strongest record hurricane odile make landfall mexico major damage reported photo	dev	3
breaking news anonymous doctor release treatment virus	train	8
cyclone devastates south pacific island vanuatu bbc news bbc news cyclone	train	9
video hurricane odile damage baja california resort town	test	3
brilliant napa earthquake wine bucket challenge	train	1
quake rock california wine country dozen injured napa calif reuters magnitude earthquake rocked wine country north	train	1
aussie actor hugh sheridan brother missing nepal hugh sheridan west australia	train	10
first year wind deal	train	4
rescue team already present awaran khuzdaar rescuing saving life exact damage assessed	train	0
middle east respiratory syndrome coronavirus mers cov update following case laborat	train	5
eye storm pagasa get hagupit right	test	7
army alerted flood wreck havoc	train	4
dear heard longest staying typhoon tell thing forever	train	7
central california september gmt	dev	0
florida show symptom deadly middle eastern virus	test	5
downtown iquique chile quake	train	2
sign spread mers patient recovers	train	5
earthquake hit north chile triggering tsunami warning	train	2
sending healing stable thought friend napa esp lost wine stock	train	1
think chile fan chilean need help	train	2
please help reach many people possible nepal text nepal donate	train	10
death toll earthquake continues rise massive relief effort way please donate	train	10
hagupit track become super typhoon philippine alert	train	7
lesson california earthquake	train	1
could larger earthquake await chile fault triggered magnitude quake northern chilean	train	2
unicef appeal million help child affected community	train	9
prayer philippine typhoon	train	7
centre issued alert mers cov disease minister new indian express	train	5
fitness tracker help quantify california quake	train	1
mers uptick confounds worry infectious disease expert	dev	5
biggest quake year spur n calif state emergency northern california shaken awake morning strongest eart	train	1
tsunami supposed hit like chile still hit finger crossed stay like	train	2
day picture march	train	9
vanuatu last poor country devastated climate change inaction	dev	9
damage california quake could top billion via nyt	train	1
typhoon begin agonizingly slow trek across philippine deadly flood likely	train	7
sending thought amp prayer people vanuatu	dev	9
n agency philippine seeing one world biggest peacetime evacuation typhoon	train	7
according official new island formed deadly massive earthquake	train	0
dh dozen flock new liberia ebola treatment center	train	8
napa damage insurance loss could cost billion	train	1
chinese embassy behalf gave flood affected people	train	6
power outage reported part quezon iloilo northern samar eastern samar samar leyte southern leyte	dev	7
short helping might shy	dev	3
oratio imperata deliverance calamity ni	train	7
question deadly middle eastern virus showed indiana	train	5
obama understand people scared remember airborne disease easy catch	train	8
well bad news regarding earthquake chile	train	2
open bar tras el terremoto	train	2
met service charge category	train	9
back sepp blatter bid election president	train	9
offshore tarapaca chile depth km apr utc apr epicenter	test	2
merciful earth allah merciful heaven plz help peop	train	0
pam royal bummer epic proportion	train	9
pas k almost k killed disease eight country via ht	dev	8
earthquake ml coast antofagasta chile magnitude ml region coast antofagasta	train	2
kapatid update hagupit ndrrmc look red cross report dead eastern sam	train	7
prayer earthquake victim nepal tibet elsewhere	train	10
new island discovered methane gas found truly blessed	train	0
nigerian died cancer flight via uae show sign ebola	train	8
pray brother amp sister many died injured lost home earthquake day ago	train	0
looting damage baja hurricane odile weakens newsweek	train	3
nepal earthquake nine new zealander still unaccounted via	train	10
thai medical student reported back nepal anyone know update please contact thanks	train	10
magnitude earthquake struck northern chile follows yesterday quake man pissed	train	2
new patient arriving nepal medical college jorpati moment	train	10
paid journalist always sing praise problem wid pak lie got exposed hypocrisy	train	0
philippine begin cleanup typhoon hagupit survived	train	7
earthquake nepal sooo sad news guru g help earthquake victim http	train	10
scientist question saudi openness deadly mers virus outbreak via	test	5
path hurricane odile destruction seen instagram	train	3
path hurricane odile destruction seen instagram via	test	3
mt muslim youth pakistan helpng flood victim without discrimination faith etc ht	train	6
whole hurricane cabo thing really hurting heart	train	3
slideshow damage hurricane baja california sur	train	3
un say affected mill people via	test	10
ripped glove rain coat tried swim stay afloat wet house wet clothes	train	7
parent talk son serving church mission island cyclone watch gt	train	9
declaring emergency yet due lack evidence sustained human human transmission	train	5
least dead flood rescue boat capsizes pakistan least dead flood rescue	train	6
usa news hot news earthquake dozen injured critically strong earthquake califo	train	1
estimated rainfall amount mm per hour heavy intense within km diameter typhoon	train	7
still astonished earth regard new island near amazing power thought go affected	train	0
hi friend please help affected donate via h	train	10
resident flood street iquique following tsunami warning issued	train	2
great network webcam approach	train	9
breaking least dead powerful new magnitude pakistan	train	0
reporter village close epicentre reporting villager seen single rescue relief worker	train	10
good news family find shelter brace typhoon	train	7
f case latest ksa report tested neg twice onset respiratory symptom finally tested po day aft	train	5
large expectancy rainfall prepared help santa cruz county	train	3
typical california skating earthquake fault line	train	1
day like year ago argentina illegally invaded falklands day show repent admit defeat	train	2
third person tested positive first case answer question disease amet	train	5
magnitude earthquake california powerful knocked arnold schwarzenegger housekeeper da	train	1
super typhoon tropical storm god always good f	train	7
new island created massive earthquake video	dev	0
imagine much power would woke clear face perfect hair every day	train	4
early finite fault model iquique quake suggests concentrated patch slip km depth much shallow slip	train	2
nepal earthquake see india rescue operation quake devastated nepal news	train	10
shelter open napa crosswalk community church st st napa	train	1
mexico baja california battered hurricane odile tourist take shelter	train	3
omar abdullah thanks narendra modi government support jammu kashmir flood rescue ops	train	6
let u pray everyone safety	test	7
data show trend increasing tropical cyclone strength south pacific since	train	9
enmanuel arisl renewed call early warning system quake california quake enmanuel arisl	train	1
utahns trapped mx following hurricane odile w little food amp water month pregnant agency helping help	train	3
napa earthquake woke many jawbone wearer verge	train	1
floating body shallow graf flood hit kashmir	test	6
heart broken loss people nepal death freddie gray beheading coptic christian n libya w	dev	10
cyclone pam agency investigate report dozen death vanuatu	train	9
pointlessness death n destruction man kill man nature dy sad nepal please god	train	10
earth quake baloch god bless	train	0
keep faith alive lord	train	7
release image pakistan earthquake island death sept	train	0
best love story world pshr shooting day fourteen puppy ko si papi fifth episode	train	7
epidemiologist dr michael oguntoye friday cautioned use salt treatment ebola virus disease	train	8
assure people problem j amp k alone national tragedy pm kashmir flood	train	6
actually look mers indie band deadly disease	test	5
shock low scale yesterday earth making change blink eye	train	0
infographic pagasas storm surge advisory via	train	7
stanley scared cyclone tomorrow	train	9
thanks partly developing typhoon weaker hayan philippine landfall	train	7
death toll earthquake pakistan climb	train	0
icymi dead say red cross exec	dev	7
thetrent breaking news dead hospitalised high salt consumption ebola prevention	test	8
kashmir flood delhi bjp mlas donate one month salary relief fund via	train	6
frantic search nepal quake survivor toll top	train	10
saudi arabia find another mers case disease spread	train	5
crespo say canada contact symptom test pending	train	5
truly deserve matter far stuck as deny x	train	4
update napa earthquake amp damage caused sad lost wine least fatality	train	1
rebuilding process begin keep child family affected safe	dev	9
heart go everyone affected chile earthquake would helping could	train	2
flood situation aggravated inundating village dist affecting lakh people	train	4
hundred dead monsoon hit india nepal	train	4
earthquake shake downtown napa damage building via	train	1
real unique storm powerful slow moving never seen storm	train	7
currently mobilizing emergency team response cyclone pam hit region weekend	train	9
report ravaged vanuatu experienced eight metre storm surge result	test	9
z mar jtwc atcf track tropical cyclone p pam	train	9
expect aftershock usually le violent main quake additional damage weakened structur	train	10
nepal earthquake british survivor arrive back uk	train	10
lover amp husband	train	2
nepal india flood leave nearly dead score missing afp kathmandu afp flood	train	4
dead flood wash away home nepal india katmandu nepal ap death toll three day f	train	4
new island spews methane gas expert warn people go near	train	0
nepal india begin relief effort monsoon flood claim least life	dev	4
packing wind mph cyclone pam tore vanuatu island early sat leaving destruction amp report dozen de	train	9
dead body female student found dumped canal madan chak area gujranwala	train	0
path hurricane odile destruction seen instagram	train	3
help relief effort nepal via	train	10
monster storm rip vulnerable vanuatu	train	9
god hero protects always keep safe everyone	train	7
seriously want know sent volunteer kashmir help floo	train	6
mamomove din ang final week lechugas ka	train	7
score killed flooding nepal india home damaged rou	dev	4
family pet forced stay sidewalk co allowed evac center	train	7
latest monsoon flood nepal india death	dev	4
aiadmk legislator today decided contribute one month salary jammu kashmir flood relief fund	train	6
believe new island rising due watch get removed	test	0
sad place made many memory damaged	train	3
melia cabo beach amp golf resort web damage photo	train	3
death toll passed amp people confirmed injured government amp non government worker con	train	0
order help affected people please contact ndma ndma chairman maj gen syed aleem	dev	0
advisory issued state hawaii effective pm hst	train	2
hundred dead monsoon hit india nepal	train	4
flood india odisha kill leave score marooned	train	4
could ritual ablution practice help explain transmission hospital setting link http	train	5
world run build stay islander survived vanuatu cyclone tanna island vanuatuwhen roof started	train	9
specific treatment mers coronavirus known yet officer	train	5
san francisco mayor ed lee toured damage napa morning offered help	train	1
deepest condolence blessing people sg	train	10
weakened odile head mexico toward arizona	train	3
kin wicked disease called ebola god help u	test	8
bilawal zardari bhutto visit flood hit area punjab ppp top leadership restrict sindh alo	train	6
news earthquake life among ruin	test	0
cdc mers frequently asked question involved dr terry ryder bioterror preparedness	train	5
big b express shock nepal quake reminisces mahaan shoot	train	10
relieved laugh oh god thought shuts abruptly	train	4
virus cause fever headache sore throat symptom followed vomi via	train	8
vanuatu allied flag outdoor nylon vanuatu united nation flag foot foot gt gt lt lt	train	9
people critically injured california quake napa calif ap large earthquake via	train	1
love hair muuch preicous bby lion	train	2
question deadly middle eastern virus showed indiana deadly middle	dev	5
take care everyone good bam praying good news tomorrow hopefully	train	2
okay maybe whole world help philippine fucking douchebags corrupt fund	train	7
kashmiri threw stone army army using stone make bridge rescue kashmiri worst eve	train	6
please join u prayer path typhoon hagupit thank	train	7
thought vanuatu pacific country hit cyclone	test	9
pray beautiful people amp nation nepal injured amp lost loved one	dev	10
watch live report people evacuation shelter napa	train	1
odisha farmer suffer huge crop loss flood	train	4
cyclone lash queensland pm	train	9
score killed flooding nepal india home damaged ro	train	4
major damage philippine typhoon dead legazpi philippine ap typhoon hagupit knocked power left	dev	7
nitish native place district bihar affected flood	train	4
indian army struggling safety every single kashmiri msm go flood tourism taking opinion terrorist	train	6
left adrian house port vila almost unbelievable	dev	9
waking morning school death preachin	train	4
really like graph one pretty good napa earthquake woke many jawbone wearer	test	1
preview give hot bedroom advice threesome	dev	2
rain give life dead give life dead heart	train	0
football philippine thailand match may postponed due hagupit singapore aff suzuki cup football mat	train	7
aid worker struggle scale vanuatu disasterdunya news tv	train	9
donation earthquake affectees	train	0
heartbreaking see happening hometown baja severely damaged let u help ht	train	3
hospitalized napa earthquake	train	1
request one help nepal earthquake survivor donating generously little support	dev	10
vanuatu president call help monster cyclone president baldwin lonsdale told associated press	train	9
video kashmir valley submerged flood faizal muhammad ali report srinagar devas	train	6
deadly mers cov virus threatens globally latest pandemic scare natural treatment protect	train	5
landslide flood kill displace thousand via	test	4
first time back iririki post yacht impaled jetty power return yet	test	9
fastcompany harrymccracken first person report nepal sandonet kathmandu	train	10
strong earthquake shake northern california wall street journal	train	1
canada express condolence following deadly cyclone	dev	9
lord please keep country safe super typhoon guy prepared	train	7
un autre tremblement de terre au chili chile hit massive earthquake time	test	2
version apartheid wa aboriginal people denied entry tourist cyclone shelter vile	train	9
km sse indios puerto rico	train	0
partner u bring aid vanuatu march th cyclone pam swept pacific category	train	9
believe earthquake california damage winery across napa via	train	1
nepal india flood kill nearly	train	4
typhoon ruby expected leave ph area responsibility december tuesday night	train	7
many dead nepal india flood	train	4
southeast indian ridge	train	0
set handle control room tweet handle email controlroom	train	10
govt released r cr till date ganga basin state flood management anti erosion measure	train	4
week still stranded indian fear disease outbreak	dev	6
dead following massive earthquake chile	test	2
napa earthquake damage estimated billion	train	1
deadly flood hit india nepal	train	4
nat l institute health confirms dallas nurse nina pham moved tonight nih hospital maryland treatment	train	8
third case mers confirmed center disease control	train	5
much bad thing occurring around world	train	2
saw news chile hope everyone fine safe	train	2
new icon header amp fondo lt	train	2
nigerian lady started rumour use salt water cure ebola virus disease apologised	train	8
everybody become jesus christ scenario awaited one gohar shahi blessing humanity wanted	train	10
ebola epidemic case reported largest outbreak history ebola sign sympto	train	8
good news pakistan christian deadliest church attack pakistani newspaper e	train	0
inspite monsoon crisis north india killed made homeless flash flood strike eastern	train	4
origami cyclone seen background ep mario	train	9
thought prayer people chile massive eartquake overnight	dev	2
odile cause hotel damage along baja peninsula report damage hote	test	3
baltimore indonesia nepal much happening world baltimore indonesia nepal	train	10
going pray professor know took strength laugh said felt earthquake chile	dev	2
living makeshift tent clean water amp food scarce	train	10
pam bottle creative amp ashamed say get way done lol	train	9
pakistan flood appeal heavy monsoon rain flash flood killed hundred people along	train	6
photo powerful earthquake shake northern california	test	1
usa news hot news earthquake northern california rattled magnitude earthquake dozen	train	1
aftermath pretty realistic look destruction havoc around town shared cabo living	dev	3
people killed strong say nepal government	train	10
indian army save month pregnant woman jammu kashmir flood	train	6
way placebo concert earthquake chile want becomes tradition	train	2
flood fury top news waiting sponsor	train	4
trending world wide pm gmt	train	7
another magnitude km nne awaran sep epicenter dalbandin depth km	train	0
kudos indian pm super proud	train	10
corporate sector extends support flood affected people jammu kashmir via	train	6
six nation new fantasy football steak blow day new vanuatu pi new	train	9
share blood requirement kathmandu contact mr adhikari	train	10
death devastation cyclone smash pacific island least six people dead destruction wides	train	9
pam mm brushed mm dial croc strap handwind watch marina parnis militare full rea	train	9
dear question via dm please see thanks	train	8
daunting photo flooding northeast india stretch far eye see	dev	4
earthquake preliminary magnitude coast northern chile destructive pacific wide tsunami expected	train	2
crop nearly ha district water	train	4
earthquake northern california tuesday august utcmonday august pm epicenterdepth	train	1
kashmir flood six lakh still stranded phone line restored srinagar indilens insight india	train	6
rescue relief effort pakistan army continue earthquake affected area	train	0
monsoon flood nepal india death maroon village sweep away straw hut authori	test	4
latest nepal quake aid worker epicenter district new york time	test	10
sad hear news kashmir flood situation hope thing get controlled soon pray almighty save	train	6
aid needed people cabo well	train	3
kudos olympic champ gave k u nepal relief effort given lot money year	train	10
one ff week campaign help cabo hurricane odile please follow wh	train	3
new post nepal india begin relief effort monsoon flood claim least life	train	4
ebola virus disease evd implication introduction america	train	8
bigger earthquake coming nepal terrifying fault via	train	10
plz help donate blanket woollen shoe kashmir flood relief collection drive pl	dev	6
america importation secondary transmission	train	5
yikes damage hotel cabo hurricane odile heart breaking	train	3
anyone bisleri coke pepsi beverage company organise send bottled water nepal paani cr	train	10
image destruction emerging colleague ground port vila	train	9
guy need non biased advice better nokia asha aman ki asha	train	0
ebola virus frequently asked question faq wh	train	8
video u pacific tsunami warning center release animation simulating april link	train	2
let little rain get prayer	train	7
take next enter promo code helpnepal contribute	train	10
seeing communal reply tweet communal tweet relative stuck flood r	train	6
new tsunami warning chile amp peru via magnitude upgraded	train	2
gupta disease origin mystery dr sanjay gupta answer mers	dev	5
inside ward designed treat ebola patient deadly disease infected since march	train	8
report killed monday morning drone strike	train	0
hurricane odile damaged part hotel structural damage caused	dev	3
news today killed massive earthquake nepal avalanche everest yet bruce jenner w	train	10
much really care vanuatu cyclone foretaste coming climate war	dev	9
reminds u new disease emerge amp evolve another reason let guard communicable blood obligate human parasite	train	5
score killed flooding nepal india home damaged roughly villager displaced flood	dev	4
saudia arabia report death mers disease	train	5
take care safe always pray god	train	7
uk tour operator confirms one client dead via	train	10
bad news ebola one deadliest disease world nigeria good news preventable	train	8
many dead nepal india flood least people reported killed flood landsl	test	4
keep prayer silent let money talking	train	10
heartfelt condolence flood affected family j amp k really saddening see devastation amp	train	6
swear everytime go cabo hurricane trying see hotel one damaged selfish know	train	3
manila city government suspended class level tomorrow dec class feu manila	train	7
strong god bless	dev	2
oakland raider donate napa school following sunday magnitude earthquake struck heart	train	1
thought prayer friend family around pacific vanuatu especially	train	9
tracking movement typhoon	test	7
sending love prayer family people died absolute tragedy	train	10
empty street store borongan e samar ahead photo	train	7
thanks retweeting prayer alert chile minimal damage tsunami though reported killed	train	2
r crore loss j amp k economy due flood assocham	dev	6
published earlier today virus disease west africa first mo epidemic forward projection	train	8
know messed mers virus interesting pandemic disease	dev	5
pray protection suspension	train	7
fake quake false rumour spreading online	train	10
getting better look damage really bad resident story	train	3
vanuatu vanuatu condition difficult philippine typhoon business insider	train	9
odisha flood toll mount water level go	train	4
supply headed cabo respond	train	3
need help right president lonsdale donate response amp save life	train	9
u news monsoon dozen people killed flooding northern eastern india	train	4
main hospital la paz sustained heavy damage early morning er service local radio say	dev	3
one nst struck within mile quake could area	train	10
anyone know happening hope everyone ok	train	0
jackie baillie applying lamonts job struggled answering question	train	8
shelter open crosswalk cmnty church st st amp florence douglas cntr amador st	train	1
look tropical cyclone nathan	train	9
latest warning graphic super typhoon joint typhoon warning center htt	train	7
powerful earthquake hit chile last night magnitude produced tsunami already hitting coast	train	2
killed earthquake northern chile new york time irish independent kill check	test	2
anyway post pic someone may find nepal daughter living md	test	10
caused sunday earthquake answer california earthquake	train	1
walking dead scene baja odile tourist airlifted storm remnant threatens western	train	3
ihh establish relief camp flood victim sialkot narowal jhang muzaffargarh	dev	6
one example u continue partner help pakistan grow richard olsen	train	0
new picture napa quake damage could reach billion pm	train	1
ohhhh noooo comin town	train	7
uknewse photo pp goo	train	9
nurse said lied feel deserted frontlines deserve better treatment	train	8
earthquake strike chile aftershock expected week	train	2
today signal issued northern samar eastern samar samar biliran catanduanes albay sorsogon masbate	train	7
female prisoner escape massive earthquake rock chile	train	2
done text donate amp give	train	10
special date coming love bb	train	2
cdc confirmed case florida symptom information htt	train	5
prayer especially vanuatu time	train	9
deadly cyclone cause death devastation south pacific	train	9
get text back reviewing conversation see messed shit	train	4
second mers cov case reported u center disease control prevention cdc confirmed	train	5
govt planning send relief material nepal appeal mumbai citizen come forward helping nepal	test	10
always happy help threw trip chaos thankful julie cary	train	3
chaos going around world please keep affected thought amp prayer	train	2
mt delivers relief awaran	train	0
new mers case fuel fear disease spreading	train	5
death toll flood india pakistan top	train	6
death toll mount killed alone	test	0
magnitude earthquake chile careful guy thought	train	2
wow earthquake chile	train	2
east side la crux much damage open time	dev	3
k affected cyclone pam ground need help go	test	9
mt storm likely tracking south city even still expect tropical storm	train	7
abu dhabi health authority issue guideline mers virus prevention	train	5
quake hit california state emergency issued official weigh damage video earthquake strike near napa valley video ca	train	1
breaking two orlando hospital employee exposed patient mers showing symptom	dev	5
many dead nepal india flood rescue helicopter deployed convey emergency supply	train	4
lot tourist got caught hurricane odile cabo including local folk u consulate help info	train	3
heart go people effected earthquake nepal literally awfule	train	10
asked question ebola answer start patient able survi	test	8
experimental treatment something good tobacco plant	train	8
mexico los cabos airport still mostly closed hurricane damage extends penalty flight change	train	3
flood triggered heavy rainfall himalaya wreak havoc north india inundates village uttar pradesh	train	4
news update landslide flooding kill nepal northern india via information ng	train	4
stuck sam admit beginning questioning sanity time let u enjoy	train	8
quake island hawaii hawaii	train	0
philippine typhoon hagupit philippine asean situation update december	train	7
two american got ebola virus disease treated ebola serum hundred dying african	train	8
earthquake la earthquake yellowstone earthquake chile within last couple day	train	2
hrithik roshan raise fund jammu kashmir flood victim	dev	6
earthquake epicenter nepal tremor felt across northern india	train	10
jawbone look data see many woken napa earthquake jawbone shown one mo	test	1
african dhat kina nasty disease amp amp spreadin wdf ebola	train	8
breaking memorial hospital monitoring patient symptom	train	8
nepal calamity opportunity western missionary china aid pakistan isi india must send large number hindu h	train	10
nepal earthquake relief amurt international usually one first releif team arrive	train	10
drone video earthquake damage napa	train	1
shelter open crosswalk cmnty church st st amp florence douglas cntr amador st	train	1
problem ramirez sac bunting dude second every time front brantley	train	4
must thank armed force ndrf team amp others overcoming every obstacle restore normalcy nepal	train	10
mt christian aid sending partner help survivor recent earthquake	train	0
vanuatu face uncertainty let u hope life return normality near future including education	train	9
want talk bye	train	2
landfall hr eastern samar ct	train	7
race village auckland closed tonight safety reason due cyclone pam	train	9
buy allswell notebook help someone need sale support hurricane odile relief	train	3
hiker trek nepal destruction reach chabad house via	train	10
bangladesh case true po amp fact outlined transmission may easier mooted far	train	5
nd tx health worker confirmed tested positive amp traveled air reporting symptom	train	8
irish examinertropical cyclone pam aid australia new zealand arrives vanuatu abc onlinemuch needed aid relief sup	train	9
florida show symptom deadly middle eastern virus two healthcare worker	train	5
cyclone pam like bomb fury tropical cyclone pam one powerful storm make landfall	test	9
nepal amp india begin relief effort monsoon flood claim least life	train	4
box mineral water bottle available anyone need please call ktm valley	train	10
mexico travel news fco update travel advice mexico regarding hurricane odile	train	3
may allah mercy give strength victim family	train	0
thought prayer people nepal	dev	10
israaid emergency relief earthquake struck nepal	train	10
strengthened level max sustained wind kph per latest jt	train	7
path hurricane odile destruction seen instagram via mashable	test	3
official estimate earthquake hit california wine country caused billion damage home building unsafe occupy	train	1
treatment rare chance study ebola	train	8
gov miraflores level province aklan	dev	7
chopper ferry injured nepal new mudslide hit village gorkha nepal ap helicopter cri lt full story	train	10
dyke head mohammad wala road breached divert flood water protect multan city htt	train	6
pray gaza went day india whimper help hindu suffering nepal	train	10
stand hold accountable climate crisis	train	7
deadly respiratory disease mers spread iran via r worldnews	train	5
landslide add misery kashmir worst flood decade via	train	6
satellite phone sent nepal communication	train	10
napa earthquake four aftershock early tuesday strongest	dev	1
vanuatu daily post report total western ngo medium fabrication people drank seawater	train	9
wifi working disable password let people connect	test	10
pic modi sent relief material nepal hour pic sonia sent relief material uthrakhand day http	train	10
gave obama admin page threat report prevention recommendation nothing http	train	8
supposed h exam teacher came minute late min could used solve last question	train	8
new many dead nepal india flood	dev	4
despite early sign ordinary outbreak aid lagged amp went data	train	8
vanuatu president described cyclone monster say climate change partly blame devastation	train	9
far four known tibetan death nepal far known tar	train	10
right count antibody case positive admit obvious sustained mers transmission	train	5
magnitude mi barstow ca united state	train	0
pm list area class suspension announced due	dev	7
god bless chile god safe indonesia bali province god beside god love	dev	2
oxfam ireland launched emergency appeal	train	10
volunteer share view farah live morning show	train	0
new island come smoking earthquake	train	0
member exchange participant safe nepal earthquake donate charity	train	10
time lapse image magnitude released	train	2
damaris frick taking part health cluster meeting kathmandu http	train	10
airforce left save life search amp rescue amp set field hospital	test	10
parent nepal catherine jean louis lassez please help find	train	10
tyfoon composite image utc thursday h	train	7
chilean president evacuated safe zone coastal city arica touring damage major earthquake tuesday	train	2
death toll updated say nepal home ministry	train	10
update reuters home ministry official say people died earthquake measuring magnitude struck	train	10
latest three million marooned odisha flood hindu hinduthree million marooned od	test	4
thought prayer nepal lt	train	10
tuesday novel corona virus symptom cure	train	5
except overflow loom river pamatayan significant adverse event borongan go borongan update	train	7
donated via every hour easy donated yet	train	10
cloud rainbow mayon volcano signal hoisted albay rain yet	train	7
thought prayer wonderful people vanuatu cyclone love annual trip vanuatu carbine club g	dev	9
tuvalu evacuated entire population one island due damage cyclone pam	train	9
confirmed ebola case nigeria one nurse dy disease undergoing treatment isolated location lagos	train	8
center disease control confirms first case deadly mers virus	test	5
watch animation show amplitude wave series via noaa	train	2
panic written face resident flee northern port city earthquake hit chile	train	2
due earthquake hit	train	2
republican budget cut delayed vaccine amp treatment	train	8
california quake one big one cnn cnncalifornia quake one big one cnn cnn	dev	1
people affected five district awaran panjgur chaghi khuzdar gwadar death wounded	train	0
damage california earthquake could top billion via	train	1
glad ok morning hurricane los cabos feel like walking dead episode	train	3
pagasa update typhoon ruby weakened traversing sibuyan sea	train	7
india flood uttar pradesh destroy house kill flood uttar pradesh killed people far	train	4
new massive earthquake rock southwest	train	0
landslide flooding kill nepal northern india	test	4
hi bipin bmo made donation nepal relief effort client donate red cross local bmo branch	train	10
least killed thousand displaced flooding india nepal	train	4
dead injured latest nepal earthquake toll per home ministry	train	10
resident vanuatu hunker shelter	train	9
fact hospital transmission still contained	train	5
yea yea better dem butch last night lined ready	train	4
earthquake reportedly creates new island	test	0
sending member fire team tomorrow	train	10
hagupit loses strength continues drench manila resident bicol region begin	train	7
see tropical cyclone olwyn nearing landfall	train	9
ebola survivor describes like horrifying disease via	train	8
rain stop rescue operation resume	dev	10
magnitude earthquake occurred mi se san fernando california detail map	train	1
hope everyone able get today bay area california	train	1
