_unit_id	_golden	_unit_state	_trusted_judgments	_last_judgment_at	please_choose_a_category:confidence	created_at	id_str	rownames	please_choose_a_category	text		
1846693740	FALSE	finalized	3	08/03/2018 20:37	1	Tue May 15 02:20:13 +0000 2018	",996213632785465344,"	101630	direct_eyewitness	wow i fsint feel that earthquake		
1846692457	FALSE	finalized	3	08/03/2018 20:04	0.646	Mon May 14 07:51:50 +0000 2018	",995934701008445440,"	7099	direct_eyewitness	I knew it! I didn't lose my mind because of sleep deprivation. I'm too used to earthquakes now https://t.co/z6VJPFYPWd		
1846693469	FALSE	finalized	3	08/03/2018 19:34	1	Tue May 15 02:19:53 +0000 2018	",996213550962982912,"	101046	direct_eyewitness	y  all niggas feel that earthquake just now????		
1846692348	FALSE	finalized	7	08/03/2018 15:42	0.5671	Mon May 14 06:20:03 +0000 2018	",995911602216972288,"	2479	direct_eyewitness	I feel like I  m the only person in LA with no earthquake emergency bag pre-packed. I  m going on 4 years being a res  https://t.co/Md5dFlU9p2		
1846692997	FALSE	finalized	3	08/03/2018 21:04	0.6739	Tue May 15 02:19:20 +0000 2018	",996213411804467200,"	99936	direct_eyewitness	idk if that was an earthquake or i just have had too much caffeine today		
1846692995	FALSE	finalized	3	08/03/2018 21:25	1	Tue May 15 02:19:20 +0000 2018	",996213411720478723,"	99933	direct_eyewitness	"Yo twitter, did you feel that #earthquake?! #oakland"		
1846692861	FALSE	finalized	3	08/03/2018 20:46	1	Tue May 15 02:19:10 +0000 2018	",996213366958964736,"	99562	direct_eyewitness	i know im not trippin n i just felt an earthquake		
1846693851	FALSE	finalized	3	08/03/2018 21:07	1	Tue May 15 02:20:21 +0000 2018	",996213665492647936,"	101861	direct_eyewitness	Did y  all just feel an earthquake OR WHAT		
1846693154	FALSE	finalized	3	08/03/2018 19:50	1	Tue May 15 02:19:31 +0000 2018	",996213457300017152,"	100305	direct_eyewitness	oh snap! felt an earthquake! #pacifica		
1846694157	FALSE	finalized	3	08/03/2018 20:11	1	Tue May 15 02:20:53 +0000 2018	",996213802378055680,"	102758	direct_eyewitness	"I just felt an #earthquake in Walnut Creek, CA"		
1846693065	FALSE	finalized	3	08/03/2018 20:09	1	Tue May 15 02:19:25 +0000 2018	",996213431421157376,"	100103	direct_eyewitness	Yoooo was that a earthquake B 		
1846692982	FALSE	finalized	3	08/03/2018 20:59	1	Tue May 15 02:19:20 +0000 2018	",996213408679710720,"	99904	direct_eyewitness	Y  all I think an earthquake just happened I  m ready to move back to the balad		
1846693162	FALSE	finalized	3	08/03/2018 21:55	1	Tue May 15 02:19:32 +0000 2018	",996213460189904898,"	100325	direct_eyewitness	tell me that wasn  t an earthquake I ain  t smoke in 2 years I know im not zooted		
1846693369	FALSE	finalized	3	08/03/2018 20:15	1	Tue May 15 02:19:47 +0000 2018	",996213523335102464,"	100816	direct_eyewitness	#earthquake in #Richmond just now. Not very big. Few jolts		
1846693322	FALSE	finalized	3	08/03/2018 20:06	1	Tue May 15 02:19:43 +0000 2018	",996213508491497477,"	100703	direct_eyewitness	Yal felt that earthquake??		
1846693787	FALSE	finalized	3	08/03/2018 20:06	1	Tue May 15 02:20:16 +0000 2018	",996213646664462336,"	101724	direct_eyewitness	 EricApricot Glad it was an earthquake tbh. For a second I was like what is happening to my apt		
1846693854	FALSE	finalized	3	08/03/2018 20:46	1	Tue May 15 02:20:21 +0000 2018	",996213666050596864,"	101867	direct_eyewitness	"Train delay due to an ""earthquake in the Bay Area""   I'm deep in the Bay Area and I didn't feel shit."		
1846693544	FALSE	finalized	3	08/03/2018 20:21	1	Tue May 15 02:20:00 +0000 2018	",996213578037321730,"	101229	direct_eyewitness	Anyone else feel an #earthquake in SF?		
1846694174	FALSE	finalized	3	08/03/2018 21:09	1	Tue May 15 02:20:55 +0000 2018	",996213810049380352,"	102804	direct_eyewitness	"Baby's first earthquake. Welcome to SF, kid."		
1846693630	FALSE	finalized	3	08/03/2018 20:35	1	Tue May 15 02:20:06 +0000 2018	",996213602896916480,"	101405	direct_eyewitness	There was an earthquake right?		
1846693688	FALSE	finalized	3	08/03/2018 20:41	1	Tue May 15 02:20:09 +0000 2018	",996213618222940161,"	101523	direct_eyewitness	#earthquake woooooooo did y  all feel that!!!!!		
1846692875	FALSE	finalized	3	08/03/2018 20:50	1	Tue May 15 02:19:11 +0000 2018	",996213371744632832,"	99597	direct_eyewitness	Oh yeeeee earthquake		
1846693326	FALSE	finalized	3	08/03/2018 20:53	1	Tue May 15 02:19:44 +0000 2018	",996213510072762369,"	100715	direct_eyewitness	That was a shudder.  #earthquake  #NoeValley		
1846693631	FALSE	finalized	3	08/03/2018 19:59	1	Tue May 15 02:20:06 +0000 2018	",996213602917924869,"	101406	direct_eyewitness	That earthquake though. Smfh		
1846693500	FALSE	finalized	3	08/03/2018 20:37	1	Tue May 15 02:19:55 +0000 2018	",996213558177288193,"	101107	direct_eyewitness	Berkeley earthquake 7:19 pm		
1846693883	FALSE	finalized	3	08/03/2018 20:32	0.6462	Tue May 15 02:20:23 +0000 2018	",996213673780695040,"	101933	direct_eyewitness	"YO! An earthquake while listening to a test press is a first for me, wow. Y  all okay?  #gowarriors"		
1846693002	FALSE	finalized	3	08/03/2018 20:25	1	Tue May 15 02:19:20 +0000 2018	",996213412379090944,"	99945	direct_eyewitness	Random earthquake.... ok		
1846693810	FALSE	finalized	3	08/03/2018 20:59	1	Tue May 15 02:20:17 +0000 2018	",996213651441790976,"	101767	direct_eyewitness	Did y  all feel the earthquake omg		
1846693878	FALSE	finalized	3	08/03/2018 20:07	0.6748	Tue May 15 02:20:22 +0000 2018	",996213672404926464,"	101914	direct_eyewitness	"Ooooh, earthquake! #SF #BayArea"		
1846692751	FALSE	finalized	3	08/03/2018 20:23	1	Tue May 15 02:18:56 +0000 2018	",996213309043978240,"	99222	direct_eyewitness	Wow just had a earthquake		
1846693439	FALSE	finalized	3	08/03/2018 20:49	0.6639	Tue May 15 02:19:52 +0000 2018	",996213543597883392,"	100987	direct_eyewitness	Shaky shaky #earthquake		
1846692448	FALSE	finalized	3	08/03/2018 20:40	1	Mon May 14 07:48:36 +0000 2018	",995933887158194176,"	6962	direct_eyewitness	Just had an earthquake 15min ago  BethpageGirl Did you feel it?		
1846693550	FALSE	finalized	3	08/03/2018 20:29	1	Tue May 15 02:20:01 +0000 2018	",996213581103300609,"	101251	direct_eyewitness	 JonahNRO is here and we just had an earthquake. Sure it felt worse in the high rise 		
1846694244	FALSE	finalized	3	08/03/2018 20:59	1	Tue May 15 02:21:01 +0000 2018	",996213836091834368,"	102953	direct_eyewitness	lmao I am shaking that earthquake scared tf outta me		
1846693861	FALSE	finalized	3	08/03/2018 20:04	0.3432	Tue May 15 02:20:21 +0000 2018	",996213668168720385,"	101884	direct_eyewitness	the bay rockin so hard for the Warriors right now that it caused a minor earthquake		
1846693556	FALSE	finalized	3	08/03/2018 20:54	0.6694	Tue May 15 02:20:01 +0000 2018	",996213583271809025,"	101263	direct_eyewitness	*checks Bay Area Twitter to see if everyone felt that earthquake lmaoo		
1846693853	FALSE	finalized	3	08/03/2018 20:32	1	Tue May 15 02:20:21 +0000 2018	",996213665849212930,"	101864	direct_eyewitness	Lmfaoooo first thing I got was my camera like fuck this earthquake		
1846692980	FALSE	finalized	3	08/03/2018 20:27	1	Tue May 15 02:19:19 +0000 2018	",996213407895322626,"	99899	direct_eyewitness	We just either had a small earthquake or it's really windy outside	6	
1846693611	FALSE	finalized	3	08/03/2018 19:45	1	Tue May 15 02:20:04 +0000 2018	",996213596429299712,"	101365	direct_eyewitness	Dinner table shakes during earthquake and no one bats an eye. #sanfrancisco		
1846694210	FALSE	finalized	3	08/03/2018 20:55	1	Tue May 15 02:20:59 +0000 2018	",996213824528175104,"	102885	direct_eyewitness	There was a lil earthquake and I  ve never felt safer Bc I  ve been in the middle of my bed in child  s pose since I g  https://t.co/7QLSejqaj5	6	
1846692826	FALSE	finalized	3	08/03/2018 21:03	1	Tue May 15 02:19:07 +0000 2018	",996213355068121088,"	99476	direct_eyewitness	Did Berkeley just have an earthquake lol		
1846692958	FALSE	finalized	3	08/03/2018 20:01	1	Tue May 15 02:19:18 +0000 2018	",996213400270131200,"	99832	direct_eyewitness	y  all felt that earthquake?		
1846692841	FALSE	finalized	3	08/03/2018 21:01	1	Tue May 15 02:19:08 +0000 2018	",996213361174958080,"	99518	direct_eyewitness	i think we just got hit with an earthquake		
1846693727	FALSE	finalized	3	08/03/2018 20:19	1	Tue May 15 02:20:12 +0000 2018	",996213629539074048,"	101610	direct_eyewitness	Did you guys feel the earthquake?!		
1846693227	FALSE	finalized	3	08/03/2018 20:45	1	Tue May 15 02:19:37 +0000 2018	",996213480238673920,"	100493	direct_eyewitness	Did not care for that! #earthquake		
1846694276	FALSE	finalized	3	08/03/2018 20:11	1	Tue May 15 03:37:03 +0000 2018	",996232969571348480,"	125774	direct_eyewitness	So like there was just another earthquake on the Hayward fault... I think I should leave		
1846693547	FALSE	finalized	3	08/03/2018 20:38	0.6538	Tue May 15 02:20:00 +0000 2018	",996213580105056258,"	101243	direct_eyewitness	#earthquake in Oakland		
1846692794	FALSE	finalized	3	08/03/2018 20:03	1	Tue May 15 02:19:03 +0000 2018	",996213337380737025,"	99362	direct_eyewitness	earthquake! #first		
1846693866	FALSE	finalized	3	08/03/2018 20:10	1	Tue May 15 02:20:22 +0000 2018	",996213669405933568,"	101894	direct_eyewitness	"Okay, earthquake!"		
1846693111	FALSE	finalized	3	08/03/2018 20:04	1	Tue May 15 02:19:28 +0000 2018	",996213445493047296,"	100211	direct_eyewitness	Oo an earthquake! Yay!		
1846692799	FALSE	finalized	3	08/03/2018 21:26	0.666	Tue May 15 02:19:03 +0000 2018	",996213340845191168,"	99386	direct_eyewitness	I'm sitting on my bed naked eating hummus and chips and we just had an earthquake lol	8	
1846693069	FALSE	finalized	3	08/03/2018 20:06	1	Tue May 15 02:19:25 +0000 2018	",996213431807033344,"	100109	direct_eyewitness	Just had a small #earthquake		
1846692788	FALSE	finalized	3	08/03/2018 20:37	1	Tue May 15 02:19:02 +0000 2018	",996213335426195456,"	99352	direct_eyewitness	Mini earthquake		
1846694145	FALSE	finalized	3	08/03/2018 20:25	1	Tue May 15 02:20:52 +0000 2018	",996213797915258880,"	102735	direct_eyewitness	#BayArea #earthquake who felt that!?		
1846693894	FALSE	finalized	3	08/03/2018 20:32	1	Tue May 15 02:20:24 +0000 2018	",996213677521911808,"	101955	direct_eyewitness	I knew those little earthshakes an hour ago would turn into an earthquake. #Oakland		
1846693406	FALSE	finalized	3	08/03/2018 20:10	1	Tue May 15 02:19:50 +0000 2018	",996213535657967616,"	100912	direct_eyewitness	And I just felt an earthquake...		
1846693503	FALSE	finalized	3	08/03/2018 20:35	1	Tue May 15 02:19:55 +0000 2018	",996213558856761344,"	101113	direct_eyewitness	. berkeleyside just rocked hard at college and Alcatraz #berkeley #earthquake #oakland		
1846692820	FALSE	finalized	3	08/03/2018 21:35	1	Tue May 15 02:19:06 +0000 2018	",996213351834308609,"	99456	direct_eyewitness	did anyone feel that earthquake lol		
1846693324	FALSE	finalized	3	08/03/2018 21:29	1	Tue May 15 02:19:43 +0000 2018	",996213508634112000,"	100705	direct_eyewitness	Interesting shaking ground #earthquake		
1846694163	FALSE	finalized	3	08/03/2018 21:14	1	Tue May 15 02:20:54 +0000 2018	",996213804932386816,"	102771	direct_eyewitness	Whoa. #earthquake		
1846694176	FALSE	finalized	3	08/03/2018 19:58	0.6795	Tue May 15 02:20:55 +0000 2018	",996213810569494528,"	102807	direct_eyewitness	"Nice little #earthquake, that one #SanFrancisco"		
1846693072	FALSE	finalized	3	08/03/2018 20:57	0.6554	Tue May 15 02:19:25 +0000 2018	",996213432507482112,"	100113	direct_eyewitness	earthquake bitches!   KTVU		
1846693382	FALSE	finalized	3	08/03/2018 20:33	1	Tue May 15 02:19:48 +0000 2018	",996213526879322112,"	100842	direct_eyewitness	earthquake? earthquake		
1846693722	FALSE	finalized	3	08/03/2018 20:30	1	Tue May 15 02:20:12 +0000 2018	",996213628465430533,"	101599	direct_eyewitness	Anyone just feel that earthquake?		
1846692419	FALSE	finalized	7	08/03/2018 14:23	0.8548	Mon May 14 07:27:21 +0000 2018	",995928535943532544,"	6005	direct_eyewitness	Ether I have a demon or therevwas an earthquake		
1846693821	FALSE	finalized	3	08/03/2018 20:15	0.6541	Tue May 15 02:20:18 +0000 2018	",996213655371857920,"	101791	direct_eyewitness	"Tell me, Tori Amos: was that just a little earthquake in SF? If so it was my boyfriend  s first since living here, I  https://t.co/Wee2pzVjQL"	10	
1846693009	FALSE	finalized	3	08/03/2018 21:20	1	Tue May 15 02:19:21 +0000 2018	",996213415256313856,"	99967	direct_eyewitness	Yo yo yo that earthquake YO!  Shoot the shit		
1846693615	FALSE	finalized	3	08/03/2018 20:09	1	Tue May 15 02:20:05 +0000 2018	",996213597662425089,"	101372	direct_eyewitness	Did y  all feel that earthquake? 		
1846693155	FALSE	finalized	3	08/03/2018 20:00	1	Tue May 15 02:19:31 +0000 2018	",996213457799200769,"	100308	direct_eyewitness	Am I the only one that felt the earthquake 		
1846694331	FALSE	finalized	3	08/03/2018 20:46	0.6694	Tue May 15 05:19:25 +0000 2018	",996258729686257664,"	137272	direct_eyewitness	San Francisco STRONG. We Will Rebuild #earthquake https://t.co/DzCg59t3RI		
1846692962	FALSE	finalized	3	08/03/2018 20:49	0.6586	Tue May 15 02:19:18 +0000 2018	",996213400626606080,"	99840	direct_eyewitness	Here comes the earthquake tweets		
1846694205	FALSE	finalized	3	08/03/2018 20:41	0.6525	Tue May 15 02:20:58 +0000 2018	",996213822615506946,"	102868	direct_eyewitness	My dad swears there was an earthquake		
1846694029	FALSE	finalized	3	08/03/2018 20:19	1	Tue May 15 02:20:43 +0000 2018	",996213757754753024,"	102451	direct_eyewitness	Just felt an earthquake in Oakland		
1846694340	FALSE	finalized	3	08/03/2018 20:32	1	Tue May 15 05:20:26 +0000 2018	",996258987749269511,"	137372	direct_eyewitness	lol there was an earthquake in oakland and i didn  t even feel it		
1846693786	FALSE	finalized	3	08/03/2018 20:06	1	Tue May 15 02:20:16 +0000 2018	",996213646307934209,"	101722	direct_eyewitness	earthquake? (cat didn't wake up but felt like someone hit the house.. 2x and floor vibrated.. neighbor dog barked.)	9	
1846692596	FALSE	finalized	3	08/03/2018 20:17	1	Tue May 15 02:19:16 +0000 2018	",996213392347025409,"	99761	direct_eyewitness	What a fine mini earthquake		
1846693769	FALSE	finalized	3	08/03/2018 19:51	1	Tue May 15 02:20:15 +0000 2018	",996213641752948736,"	101686	direct_eyewitness	"Oh, hey, earthquake"		
1846693511	FALSE	finalized	3	08/03/2018 21:07	1	Tue May 15 02:19:56 +0000 2018	",996213561503375360,"	101137	direct_eyewitness	Kids   first #earthquake		
1846693253	FALSE	finalized	3	08/03/2018 20:14	1	Tue May 15 02:19:38 +0000 2018	",996213487800958976,"	100559	direct_eyewitness	Was that an earthquake or my neighbors running down the stairs?		
1846693483	FALSE	finalized	3	08/03/2018 20:07	1	Tue May 15 02:19:54 +0000 2018	",996213555086028800,"	101077	direct_eyewitness	Was that an earthquake right now ?!?!		
1846692793	FALSE	finalized	3	08/03/2018 19:59	1	Tue May 15 02:19:02 +0000 2018	",996213334587289601,"	99359	direct_eyewitness	"Whoa, that was an earthquake"		
1846692627	FALSE	finalized	3	08/03/2018 21:17	1	Mon May 14 21:04:08 +0000 2018	",996134089601134592,"	71791	direct_eyewitness	that was either an earthquake or someone making a ruckus next door.		
1846693734	FALSE	finalized	3	08/03/2018 21:01	1	Tue May 15 02:20:13 +0000 2018	",996213631346921478,"	101621	direct_eyewitness	so did anybody else just feel that earthquake or is it just me?	7	
1846693078	FALSE	finalized	3	08/03/2018 20:37	1	Tue May 15 02:19:26 +0000 2018	",996213433769996288,"	100129	direct_eyewitness	pretty sure i just experienced my first earthquake in san francisco this shit was weak asl		
1846693365	FALSE	finalized	3	08/03/2018 20:45	1	Tue May 15 02:19:47 +0000 2018	",996213522236301313,"	100807	direct_eyewitness	bro wtf!! i was showering &amp; that earthquake happened. i thought the water gonna fall on me harder 		
1846692901	FALSE	finalized	3	08/03/2018 20:00	1	Tue May 15 02:19:13 +0000 2018	",996213383077642240,"	99685	direct_eyewitness	"""Who else felt that earthquake?"""		
1846692808	FALSE	finalized	3	08/03/2018 20:22	1	Tue May 15 02:19:04 +0000 2018	",996213344896925696,"	99417	direct_eyewitness	Holy fuck did you feel that earthquake??????? #BayArea		
1846692801	FALSE	finalized	3	08/03/2018 20:47	1	Tue May 15 02:19:03 +0000 2018	",996213341302345728,"	99391	direct_eyewitness	Omfg earthquake		
1846693859	FALSE	finalized	3	08/03/2018 21:14	1	Tue May 15 02:20:21 +0000 2018	",996213667170414592,"	101878	direct_eyewitness	Ooh there was just an earthquake i love california		
1846692819	FALSE	finalized	3	08/03/2018 20:31	1	Tue May 15 02:19:06 +0000 2018	",996213351138050049,"	99454	direct_eyewitness	Nigga was that an earthquake???		
1846693426	FALSE	finalized	3	08/03/2018 21:25	1	Tue May 15 02:19:51 +0000 2018	",996213539961430016,"	100956	direct_eyewitness	Got damn earthquake		
1846693430	FALSE	finalized	3	08/03/2018 20:54	1	Tue May 15 02:19:51 +0000 2018	",996213541060329472,"	100967	direct_eyewitness	Felt jolt of an #earthquake in San Francisco at 2nd &amp; Townsend about 30 seconds ago.		
1846692755	FALSE	finalized	3	08/03/2018 20:27	1	Tue May 15 02:18:56 +0000 2018	",996213311656968192,"	99234	direct_eyewitness	Uh ohhhh earthquake		
1846693941	FALSE	finalized	3	08/03/2018 20:01	1	Tue May 15 02:20:28 +0000 2018	",996213696039796736,"	102067	direct_eyewitness	that was either an earthquake or my fart is just that massive		
1846692843	FALSE	finalized	3	08/03/2018 21:10	1	Tue May 15 02:19:08 +0000 2018	",996213361841876992,"	99520	direct_eyewitness	oh hello earthquake		
1846693090	FALSE	finalized	3	08/03/2018 20:00	1	Tue May 15 02:19:27 +0000 2018	",996213438228529152,"	100164	direct_eyewitness	Okay .. that was an earthquake ...		
1846694072	FALSE	finalized	3	08/03/2018 20:16	0.685	Tue May 15 02:20:48 +0000 2018	",996213779149942790,"	102603	direct_eyewitness	I  m not sure I  m ready for warriors twitter and earthquake twitter on the same night		
1846694141	FALSE	finalized	3	08/03/2018 20:37	1	Tue May 15 02:20:52 +0000 2018	",996213796770213889,"	102731	direct_eyewitness	Yep that was an earthquake  at least it was short  		
1846692385	FALSE	finalized	3	08/03/2018 15:09	1	Mon May 14 07:12:01 +0000 2018	",995924678458802176,"	5335	direct_eyewitness	I've been having the biggest feeling there's gunna be an earthquake 		
1846693648	FALSE	finalized	3	08/03/2018 19:39	1	Tue May 15 02:20:07 +0000 2018	",996213608362098689,"	101442	direct_eyewitness	Am I the only one who felt that earthquake ? 		
1846692924	FALSE	finalized	3	08/03/2018 20:35	1	Tue May 15 02:19:15 +0000 2018	",996213390069526529,"	99746	direct_eyewitness	that earthquake felt kinda good		
1846693963	FALSE	finalized	3	08/03/2018 20:09	1	Tue May 15 02:20:30 +0000 2018	",996213705011445760,"	102125	direct_eyewitness	Good grief that #earthquake! I  m guessing only a 3 though.		
1846694332	FALSE	finalized	3	08/03/2018 20:09	0.6908	Tue May 15 05:19:31 +0000 2018	",996258754638200832,"	137280	direct_eyewitness	"My roommate just used the term ""California foot massage"" to describe the earthquake that happened today."		
1846693735	FALSE	finalized	3	08/03/2018 20:57	0.6462	Tue May 15 02:20:13 +0000 2018	",996213631057563648,"	101622	direct_eyewitness	Did ya  ll feel that? #earthquake		
1846694251	FALSE	finalized	3	08/03/2018 20:50	0.6652	Tue May 15 02:21:03 +0000 2018	",996213840705536000,"	102976	direct_eyewitness	"Bay Area people: Yes, that was an earthquake."		
1846693489	FALSE	finalized	3	08/03/2018 20:14	1	Tue May 15 02:19:55 +0000 2018	",996213556486946816,"	101087	direct_eyewitness	That was a fun little #earthquake   ёЏ #eastbay #bayarea		
1846694053	FALSE	finalized	3	08/03/2018 20:54	1	Tue May 15 02:20:47 +0000 2018	",996213774880129024,"	102572	direct_eyewitness	Anyone feel that little earthquake?		
1846693278	FALSE	finalized	3	08/03/2018 20:18	1	Tue May 15 02:19:40 +0000 2018	",996213494260232193,"	100612	direct_eyewitness	First earthquake of the summer 		
1846693627	FALSE	finalized	3	08/03/2018 20:30	1	Tue May 15 02:20:06 +0000 2018	",996213602490105856,"	101401	direct_eyewitness	Well that was an earthquake lmao		
1846692829	FALSE	finalized	3	08/03/2018 20:57	0.6557	Tue May 15 02:19:07 +0000 2018	",996213356259233792,"	99482	direct_eyewitness	earthquake bitch		
1846693726	FALSE	finalized	3	08/03/2018 21:12	1	Tue May 15 02:20:12 +0000 2018	",996213629044207616,"	101606	direct_eyewitness	I actually felt the earthquake this time		
1846693048	FALSE	finalized	3	08/03/2018 21:01	1	Tue May 15 02:19:24 +0000 2018	",996213427914719232,"	100070	direct_eyewitness	Y  all felt that earthquake		
1846694114	FALSE	finalized	3	08/03/2018 20:47	1	Tue May 15 02:20:51 +0000 2018	",996213790952775680,"	102687	direct_eyewitness	Baby  s first earthquake during awake hours!		
1846693150	FALSE	finalized	3	08/03/2018 20:39	0.6881	Tue May 15 02:19:31 +0000 2018	",996213456717021184,"	100299	direct_eyewitness	"Sharp earthquake in SF, maybe 4-ish?"		
1846693807	FALSE	finalized	3	08/03/2018 20:53	1	Tue May 15 02:20:17 +0000 2018	",996213650913284096,"	101762	direct_eyewitness	There was a spooky earthquake		
1846694323	FALSE	finalized	3	08/03/2018 20:06	0.6538	Tue May 15 05:18:33 +0000 2018	",996258512694005766,"	137172	direct_eyewitness	what if a big one only took out the gentrifiers and BBQ cop callers and the tech companies  #earthquake		
1846693918	FALSE	finalized	3	08/03/2018 20:13	1	Tue May 15 02:20:26 +0000 2018	",996213688905359361,"	102025	direct_eyewitness	Did I just feel an earthquake?? Or did a fat neighbor run down the stairs???	6	
1846693437	FALSE	finalized	3	08/03/2018 20:43	1	Tue May 15 02:19:52 +0000 2018	",996213542930927616,"	100983	direct_eyewitness	So was that an earthquake or am I trippen?		
1846693364	FALSE	finalized	3	08/03/2018 20:18	1	Tue May 15 02:19:47 +0000 2018	",996213521858752512,"	100802	direct_eyewitness	Umm... was that an earthquake I just felt  ? #SanFrancisco	10	
1846693686	FALSE	finalized	3	08/03/2018 20:12	1	Tue May 15 02:20:09 +0000 2018	",996213617052676097,"	101517	direct_eyewitness	am i trippin or did i just feel a lil earthquake	10	
1846692935	FALSE	finalized	3	08/03/2018 20:52	1	Tue May 15 02:19:16 +0000 2018	",996213394632990721,"	99785	direct_eyewitness	Big-ass jolt just now! #earthquake #sanfrancisco		
1846693649	FALSE	finalized	3	08/03/2018 20:59	1	Tue May 15 02:20:07 +0000 2018	",996213608647290881,"	101445	direct_eyewitness	#earthquake in the bay!		
1846693981	FALSE	finalized	3	08/03/2018 20:09	1	Tue May 15 02:20:38 +0000 2018	",996213739161468928,"	102346	direct_eyewitness	"I just felt a (very minor) earthquake in San Francisco. Probably about a 2.5 at most, but the hotel room definitely  https://t.co/pyuWFAINAA"	6	
1846692591	FALSE	finalized	3	08/03/2018 20:09	1	Tue May 15 02:19:14 +0000 2018	",996213387351678976,"	99722	direct_eyewitness	That was an earthquake. Wtf lmao		
1846693283	FALSE	finalized	3	08/03/2018 21:45	1	Tue May 15 02:19:40 +0000 2018	",996213495279439872,"	100620	direct_eyewitness	Okay either there was just a small earthquake or my roommates going dumb downstairs		
1846693914	FALSE	finalized	3	08/03/2018 20:35	1	Tue May 15 02:20:26 +0000 2018	",996213687512809472,"	102016	direct_eyewitness	#earthquake bay area? 		
1846692773	FALSE	finalized	3	08/03/2018 20:49	1	Tue May 15 02:19:01 +0000 2018	",996213330053234688,"	99318	direct_eyewitness	Uhh did anyone else just feel that earthquake??		
1846693531	FALSE	finalized	3	08/03/2018 21:08	1	Tue May 15 02:19:58 +0000 2018	",996213570093309952,"	101196	direct_eyewitness	"Oh, it was an earthquake. That was a good one"		
1846693476	FALSE	finalized	3	08/03/2018 21:05	1	Tue May 15 02:19:54 +0000 2018	",996213552632360960,"	101060	direct_eyewitness	The first earthquake I  ve felt in a while. Luna  s first?		
1846692587	FALSE	finalized	3	08/03/2018 20:10	1	Mon May 14 19:49:37 +0000 2018	",996115335613890561,"	64947	direct_eyewitness	"yall stop stomping around , rek kut pangon sul earthquake   deeen31"		
1846693159	FALSE	finalized	3	08/03/2018 19:49	1	Tue May 15 02:19:32 +0000 2018	",996213459430731776,"	100318	direct_eyewitness	earthquake almost made me drop my fuckin croissant.		
1846692733	FALSE	finalized	3	08/03/2018 19:54	1	Mon May 14 23:38:50 +0000 2018	",996173020589797376,"	86031	direct_eyewitness	there was an earthquake there was an avalanche of change we were so afraid we cried ourselves a hurricane		
1846692796	FALSE	finalized	3	08/03/2018 20:09	1	Tue May 15 02:19:03 +0000 2018	",996213339784069120,"	99379	direct_eyewitness	oop felt that earthquake		
1846692923	FALSE	finalized	3	08/03/2018 20:12	1	Tue May 15 02:19:15 +0000 2018	",996213389960491008,"	99745	direct_eyewitness	Omg there  s an earthquake! Dat crazy my bed hella moving		
1846693181	FALSE	finalized	3	08/03/2018 20:14	1	Tue May 15 02:19:34 +0000 2018	",996213467282489344,"	100382	direct_eyewitness	Was that just an earthquake?		
1846694249	FALSE	finalized	3	08/03/2018 19:36	1	Tue May 15 02:21:02 +0000 2018	",996213839875031040,"	102972	direct_eyewitness	"Welp. That was fun. I just felt a sharp #earthquake jolt here in Oakland. As a California native, I didn't even try  https://t.co/vyXfOxH5C8"	4	6
1846693585	FALSE	finalized	3	08/03/2018 20:45	1	Tue May 15 02:20:03 +0000 2018	",996213589919723521,"	101317	direct_eyewitness	Scary ass short earthquake		
1846693345	FALSE	finalized	3	08/03/2018 20:54	1	Tue May 15 02:19:45 +0000 2018	",996213515953160193,"	100756	direct_eyewitness	never felt an earthquake so hard		
1846693068	FALSE	finalized	3	08/03/2018 20:18	1	Tue May 15 02:19:25 +0000 2018	",996213432096452609,"	100107	direct_eyewitness	omgeeeeeee!!! that was the biggest earthquake ive ever felt !!!!!	5	2
1846693747	FALSE	finalized	3	08/03/2018 20:27	1	Tue May 15 02:20:13 +0000 2018	",996213634253504512,"	101640	direct_eyewitness	Just felt baby earthquake in SF		
1846693440	FALSE	finalized	3	08/03/2018 20:40	0.6724	Tue May 15 02:19:52 +0000 2018	",996213543530774529,"	100988	direct_eyewitness	Life on a main road in California: earthquake or truck going by?  I think that was a small earthquake though?		
1846692417	FALSE	finalized	8	08/03/2018 16:24	0.8745	Mon May 14 07:27:13 +0000 2018	",995928502343012352,"	5997	direct_eyewitness	that was a big ass earthquake		
1846693137	FALSE	finalized	3	08/03/2018 20:04	0.6552	Tue May 15 02:19:30 +0000 2018	",996213452849856513,"	100268	direct_eyewitness	" supsla Yep, earthquake Twitter activate!"		
1846693367	FALSE	finalized	3	08/03/2018 20:18	1	Tue May 15 02:19:47 +0000 2018	",996213523028963328,"	100814	direct_eyewitness	Heh earthquake		
1846694168	FALSE	finalized	3	08/03/2018 19:53	1	Tue May 15 02:20:55 +0000 2018	",996213807289520133,"	102787	direct_eyewitness	I didnt feel the earthquake and im pissed :- 		
1846694240	FALSE	finalized	3	08/03/2018 20:22	1	Tue May 15 02:21:01 +0000 2018	",996213834422534144,"	102945	direct_eyewitness	#earthquake time		
1846692423	FALSE	finalized	5	08/03/2018 16:21	0.7966	Mon May 14 07:27:42 +0000 2018	",995928625915539457,"	6031	direct_eyewitness	*feels earthquake* *checks Twitter to make sure you  re not crazy*		
