_unit_id	_golden	_unit_state	_trusted_judgments	_last_judgment_at	please_choose_a_category:confidence	created_at	id_str	rownames	please_choose_a_category	text
1847304856	FALSE	finalized	4	08/05/2018 22:07	1	Fri Jul 06 13:43:04 +0000 2018	",1015229647812886528,"	65626	dont_know	 push_your_name My gastrointestinal tract is also a flood warning! HAHAHA!
1847305684	FALSE	finalized	4	08/05/2018 23:03	0.4894	Thu Jun 21 19:54:24 +0000 2018	",1009887277718401025,"	10853	dont_know	"This was an unnamed tropical system.  No where near a tropical storm or hurricane, and extensive flooding and local  https://t.co/HREwuT3igV"
1847305951	FALSE	finalized	3	08/05/2018 17:50	1	Mon Jul 04 20:03:13 +0000 2016	",750057396916121602,"	34025	dont_know	porn fails: the flood https://t.co/J2nkAJNGue #nsfw #gif #nsfw_gif https://t.co/rxdYFTNLlE
1847305580	FALSE	finalized	3	08/05/2018 20:31	1	Thu Jun 21 19:49:31 +0000 2018	",1009886048078434305,"	10363	dont_know	...But we find that humans re-instituted slavery again after the flood incident was over(Genesis 14: 12). Learning  https://t.co/L0SZZnyMlB
1847305194	FALSE	finalized	3	08/05/2018 0:19	1	Thu Jul 19 17:36:56 +0000 2018	",1019999544757456896,"	32078	dont_know	"Cause you, could burn it to the ground  Or let it flood but it's in my blood"
1847304103	FALSE	finalized	3	08/04/2018 20:29	0.6538	Wed Jul 04 22:55:55 +0000 2018	",1014643999158591488,"	863	dont_know	"And this is....  What?  Ocean flood the top ceiling and touch the black water to go pyramids buttom, And Roman Cath  https://t.co/wtUKf28phE"
1847305100	FALSE	finalized	3	08/05/2018 3:49	1	Thu Jul 19 15:54:30 +0000 2018	",1019973765734821888,"	13836	dont_know	Here comes the flood! Check us out everywhere  2801SweetStreet https://t.co/2tAJj3Euwv
1847305033	FALSE	finalized	4	08/06/2018 4:12	0.5224	Fri Jul 06 12:33:06 +0000 2018	",1015212040779128832,"	58434	dont_know	"esjackson27 First the tunnels flood and then this, maybe we made the right move going when we did"
1847304200	FALSE	finalized	3	08/05/2018 4:05	1	Thu Jul 05 00:07:03 +0000 2018	",1014661902511767557,"	5917	dont_know	Ok sis....now I will flood you with tweets and quotes...lol!-UNCHANGING!! https://t.co/Mrpb2TABCd
1847304658	FALSE	finalized	3	08/06/2018 2:08	1	Thu Jul 05 15:04:50 +0000 2018	",1014887838163263488,"	62450	dont_know	"Yo internet, it s  Micro_Mama s birthday. Go flood her timeline with annoying gifs."
1847305141	FALSE	finalized	3	08/06/2018 2:48	1	Thu Jul 19 16:31:00 +0000 2018	",1019982950341914624,"	20018	dont_know	"""I have a flood of ideas in my mind. I just follow my vision."" - Yayoi Kusama  #ThursdayThoughts #ArtArtistsAndYou https://t.co/sK1PtZggIS"
1847305487	FALSE	finalized	5	08/05/2018 3:28	0.4014	Thu Jun 21 22:26:55 +0000 2018	",1009925660469538816,"	26165	dont_know	 Acosta Yeah you idiots I'm sure she really hates children and doesn't care. She flew to freaking Texas in a flood. Haters haters haters
1847305149	FALSE	finalized	3	08/06/2018 9:22	0.6327	Thu Jul 19 16:32:22 +0000 2018	",1019983294467923968,"	20245	dont_know	These people Dey come flood legon k3k3
1847304554	FALSE	finalized	3	08/05/2018 1:10	1	Thu Jul 05 13:39:52 +0000 2018	",1014866453365952517,"	55120	dont_know	 bpvers hope ***** flood your mentions with hate you deserve it for making us look like clowns
1847305685	FALSE	finalized	4	08/05/2018 3:09	0.7477	Thu Jun 21 19:54:25 +0000 2018	",1009887280893452288,"	10855	dont_know	Like I'd really rather Sis not. She went to the flood in pumps. She does not want to be bothered.
1847305118	FALSE	finalized	4	08/06/2018 0:34	0.7615	Thu Jul 19 16:00:38 +0000 2018	",1019975307435102208,"	14751	dont_know	Well hope dey ready for a flood cuz I do a lot of wild shit wen we together   Ќ  ‚пёЏ  Ќ  ‚пёЏ fuck it
1847304864	FALSE	finalized	5	08/05/2018 3:27	0.7985	Fri Jul 06 13:44:54 +0000 2018	",1015230108796444673,"	65804	dont_know	RawStory Just on the side of fairness... when those winds are howling &amp; the sheets of rain are flooding streets  https://t.co/auObB7yWuH
1847304204	FALSE	finalized	3	08/06/2018 10:39	1	Thu Jul 05 00:07:56 +0000 2018	",1014662124038062081,"	5956	dont_know	" Migrainehours  golfrumors We shall cleanse it in a holy flood, as we are all immune to fire here"
1847306069	FALSE	finalized	3	08/05/2018 3:23	1	Mon Jul 04 23:34:45 +0000 2016	",750110629944500225,"	40581	dont_know	You're the fire and the flood
1847304945	FALSE	finalized	3	08/05/2018 4:03	1	Fri Jul 06 05:21:57 +0000 2018	",1015103538484142080,"	31684	dont_know	"I swear I'm most improved, I had to flood the population..  1future"
1847305571	FALSE	finalized	3	08/04/2018 23:16	1	Thu Jun 21 19:47:31 +0000 2018	",1009885546167009280,"	10127	dont_know	"i m doing shrooms tonight so feel free to flood my dms with love, positivity and great energies later tonight "
1847305232	FALSE	finalized	3	08/05/2018 1:00	0.6657	Thu Jul 19 19:17:18 +0000 2018	",1020024800926892032,"	52947	dont_know	"If you have a smart phone,you're about 2 discover a website to flood your inbox full of hungry, interested prospects https://t.co/xDHQKeFJvc"
1847306042	FALSE	finalized	3	08/05/2018 4:12	0.6757	Mon Jul 04 16:42:01 +0000 2016	",750006762628063234,"	26907	dont_know	"With Durant's decision, OKC is going to be under a flood warning from all of the crying. Oakland will be under a flood warning the entire N "
1847305265	FALSE	finalized	5	08/04/2018 23:49	1	Thu Jul 19 20:40:25 +0000 2018	",1020045716763398145,"	67477	dont_know	"Technology is to blame for the rising flood of spam robocalls, but it will likely be technology that eradicates them https://t.co/JgPnMHDqi2"
1847305738	FALSE	finalized	3	08/06/2018 12:03	1	Thu Jun 21 21:08:00 +0000 2018	",1009905799035064320,"	18131	dont_know	DXTraeger  BrittMcHenry What s your solution? Should we just ignore the people trying to flood our country? I d lo  https://t.co/3fV445lFMm
1847306028	FALSE	finalized	3	08/05/2018 20:44	1	Mon Jul 04 13:51:56 +0000 2016	",749963961173364737,"	20451	dont_know	i am going to flood you all labyu
1847305648	FALSE	finalized	3	08/05/2018 1:33	1	Thu Jun 21 19:58:10 +0000 2018	",1009888224821596160,"	11181	dont_know	"The flood of demand into emerging markets is affecting Downtown D.C.  ""I always think of it as the office and resid  https://t.co/HnahzNMhmm"
1847305374	FALSE	finalized	3	08/06/2018 11:27	1	Thu Jun 21 18:24:20 +0000 2018	",1009864612962099201,"	2031	dont_know	d24oswalt Think they always do... seems to flood bad
1847305407	FALSE	finalized	4	08/06/2018 3:41	0.5053	Thu Jun 21 19:23:05 +0000 2018	",1009879394809208840,"	7832	dont_know	 Acosta Just showed total lack of compassion and thought - just like the spike heels to view flood areas.
1847304921	FALSE	finalized	4	08/05/2018 22:02	0.4713	Thu Jul 05 23:24:01 +0000 2018	",1015013460466393090,"	3635	dont_know	"From extreme drought conditions to flash flood warnings, all in a day s work. https://t.co/nLEVztAiZg"
1847305943	FALSE	finalized	3	08/06/2018 10:39	1	Mon Jul 04 17:12:24 +0000 2016	",750014411503505408,"	27917	dont_know	I don't know how I don't flood the bathroom when I'm in the bath
1847305358	FALSE	finalized	4	08/06/2018 1:50	1	Thu Jul 19 14:22:06 +0000 2018	",1019950513918500864,"	118	dont_know	"MayaPosch  concreted0g  TegidRoberts Community owned (mostly micro in Wales, sub 250kW) hydros do not flood large  https://t.co/PjnOdME6bO"
1847305294	FALSE	finalized	3	08/06/2018 12:06	1	Thu Jul 19 21:36:43 +0000 2018	",1020059887710212098,"	76345	dont_know	" Jckstarr Rocket catch, high point cheese (yummy), glitchin A.I. , flood, labbing"
1847305197	FALSE	finalized	4	08/05/2018 14:23	0.7452	Thu Jul 19 18:37:06 +0000 2018	",1020014685045714944,"	45171	dont_know	Climate action is being drowned by a devastating flood of money from the fossil fuel industry   ” nearly $2 billion i  https://t.co/4ByqmDmQwR
1847305569	FALSE	finalized	4	08/05/2018 3:42	1	Thu Jun 21 19:46:36 +0000 2018	",1009885314490556416,"	10063	dont_know	tired beak blossoms tulips drip bathe coral mums flood fatigue
1847304175	FALSE	finalized	3	08/04/2018 19:52	1	Wed Jul 04 23:53:25 +0000 2018	",1014658469989900290,"	4879	dont_know	 souljaramanga Lol run. They re bout to flood your mentions
1847306055	FALSE	finalized	3	08/05/2018 19:22	0.3532	Mon Jul 04 17:05:33 +0000 2016	",750012685027123200,"	27697	dont_know	EnglishRussia1 why does it flood so much there?
1847304149	FALSE	finalized	5	08/04/2018 20:34	0.61	Wed Jul 04 23:38:52 +0000 2018	",1014654807523643392,"	3851	dont_know	How tf imma go to Houston if they startin to flood
1847305462	FALSE	finalized	3	08/05/2018 2:54	1	Thu Jun 21 21:17:59 +0000 2018	",1009908313583124481,"	19225	dont_know	 FefylovesYou Make sure you flood the TL
1847304430	FALSE	finalized	4	08/05/2018 2:00	0.7487	Thu Jul 05 14:39:50 +0000 2018	",1014881546245984256,"	60318	dont_know	Panic as threatening leaflets flood girls' school https://t.co/SteWuXc76I
1847304635	FALSE	finalized	3	08/05/2018 22:05	1	Thu Jul 05 17:44:24 +0000 2018	",1014927992504676352,"	77013	dont_know	We have lived through the flood time of fascism and of the nazism which ran its meteoric course at a cost to mankin  https://t.co/QbeFvJ9LFT
1847305953	FALSE	finalized	3	08/06/2018 9:05	1	Mon Jul 04 20:03:42 +0000 2016	",750057517997289472,"	34045	dont_know	"To all the men who flood my inbox, I have an intense focus on my business, I am not interested in dating, a... https://t.co/Af18mTmt6G"
1847305546	FALSE	finalized	4	08/05/2018 16:17	1	Fri Jun 22 01:05:08 +0000 2018	",1009965476074741761,"	42171	dont_know	"membersonlydave That's why I just keep adding RMG people &amp; Cleveland fans, trying to flood my TL with nothing but  https://t.co/oikJdbR3gt"
1847304700	FALSE	finalized	3	08/05/2018 20:25	1	Fri Jul 06 12:16:35 +0000 2018	",1015207880583208960,"	56940	dont_know	Hoses daffodils beat nostril drip bathe stale mums flood scarlet
1847304640	FALSE	finalized	4	08/06/2018 0:26	1	Wed Jul 04 22:57:47 +0000 2018	",1014644470875394048,"	988	dont_know	taotu SAME im about to flood the timeline like 50 people are gonna unfollow me bc it s all ab yellamo salohcin tmr  https://t.co/rzTLrJEDRp
1847305026	FALSE	finalized	3	08/06/2018 3:29	1	Fri Jul 06 09:12:11 +0000 2018	",1015161476548448257,"	43255	dont_know	The flood of assignments in sem 2 is gonna be torture
1847305532	FALSE	finalized	3	08/05/2018 20:07	1	Thu Jun 21 23:26:41 +0000 2018	",1009940701373714437,"	31544	dont_know	To the #NBADraft that's wearing the flood pants and shoes with no socks ... you look stupid and your feet are going  https://t.co/P5Z9f1qNbZ
1847304836	FALSE	finalized	3	08/05/2018 23:06	1	Fri Jul 06 12:25:02 +0000 2018	",1015210008773087232,"	57725	dont_know	 J_Dot_J pretty good rates available on the pineapple tho  however not sure i can get flood insurance
1847305284	FALSE	finalized	4	08/06/2018 2:16	0.7644	Thu Jul 19 21:32:51 +0000 2018	",1020058912458977280,"	75739	dont_know	RyanNannuDavies Hate 3G mate. Only good in the winter if it s terrible conditions but they even flood then! More f  https://t.co/wa2GCrkEE6
1847305970	FALSE	finalized	3	08/06/2018 3:08	1	Tue Jul 05 00:38:11 +0000 2016	",750126594237227009,"	42490	dont_know	10 Panama Papers myths busted: The release of the so-called Panama Papers has generated a flood of media cove... https://t.co/5cmiJFbCzn
1847305899	FALSE	finalized	4	08/05/2018 0:17	0.743	Mon Jul 30 18:14:54 +0000 2018	",1023995366516162563,"	87329	dont_know	I need the money to flood my account too though I'm a girl
1847304576	FALSE	finalized	4	08/05/2018 7:20	1	Thu Jul 05 10:18:39 +0000 2018	",1014815814153728000,"	41115	dont_know	Mothers can't help it when we flood your feeds with pic and videos of our kids.  When you have your adventures and  https://t.co/NS48m5YGow
1847305611	FALSE	finalized	3	08/05/2018 20:28	1	Thu Jun 21 23:47:56 +0000 2018	",1009946049681739776,"	33198	dont_know	honestly im glad that i stopped playing fortnite because im sick of the flood of kids playing it  they're fucking annoying
1847305643	FALSE	finalized	3	08/05/2018 3:08	1	Thu Jun 21 19:57:17 +0000 2018	",1009888004343726080,"	11105	dont_know	Meadow Street (CV1 3HL) Coventry flood protection and trash screen monitoring https://t.co/lXOBPwazaW
1847304411	FALSE	finalized	3	08/06/2018 8:07	1	Thu Jul 05 13:37:07 +0000 2018	",1014865762916298757,"	54902	dont_know	"JenMsft  FPieces  bdsams Yea, I heard a few around 2 or 3pm, followed by a flood of cop cars. Then nothing until the evening."
1847305210	FALSE	finalized	3	08/05/2018 1:54	1	Thu Jul 19 18:58:32 +0000 2018	",1020020080447328256,"	49341	dont_know	LA is forsure OD now... outsiders bout to flood the city  Ќ  ‚пёЏ Thanks LeBron.
1847305179	FALSE	finalized	3	08/05/2018 2:47	0.6646	Thu Jul 19 17:19:20 +0000 2018	",1019995113530052608,"	28785	dont_know	Climate action has been repeatedly drowned by a devastating surge and flood of money from the fossil fuel industry  https://t.co/h97L0eu52D
1847304616	FALSE	finalized	4	08/05/2018 3:36	0.7559	Thu Jul 05 18:29:13 +0000 2018	",1014939271638073344,"	81354	dont_know	Dell_IN The water pipe in my house broke and there s a flood here now #SacredGameWithDellCinema #Challenge3
1847305102	FALSE	finalized	3	08/06/2018 11:08	1	Thu Jul 19 15:55:16 +0000 2018	",1019973956902666240,"	13943	dont_know	њ No matter what comes fire or flood i will hold on YOU are still good and I ll still HOPE for it  ќ  https://t.co/b95xyrSIyd
1847304797	FALSE	finalized	3	08/05/2018 22:29	1	Fri Jul 06 06:36:56 +0000 2018	",1015122407265329159,"	35621	dont_know	"sorry for the flood , I just got so much shit on my chest and nobody to talk to   Ќ  ёЏ  Ќ ёЏ"
1847304384	FALSE	finalized	3	08/05/2018 20:49	1	Thu Jul 05 12:40:58 +0000 2018	",1014851629433139201,"	50630	dont_know	".: ""It s not the 2.7-million-lumen flood lights now screwed into each of the right choice for keeping"
1847304502	FALSE	finalized	3	08/06/2018 8:47	0.6554	Thu Jul 05 21:30:51 +0000 2018	",1014984981679099906,"	98335	dont_know	I wanna smell like a chorus of flash flood warnings to wake up early to do with this name.
1847305003	FALSE	finalized	3	08/05/2018 2:06	0.6923	Fri Jul 06 04:55:00 +0000 2018	",1015096755396866049,"	30096	dont_know	" shownusthigh i m about to flood my room,,, bawls some more"
1847305642	FALSE	finalized	4	08/05/2018 23:16	1	Thu Jun 21 19:56:35 +0000 2018	",1009887829172871170,"	11058	dont_know	tired blush snout water spent carnations daisies soak flood scarlet
1847305741	FALSE	finalized	3	08/05/2018 4:05	1	Thu Jun 21 21:36:29 +0000 2018	",1009912968409120768,"	20958	dont_know	Let me get this right- #MAGA and #AmericaFirst means to flood the Industrial complex with immigrants that the gov't  https://t.co/4tI3PsUUYG
1847305379	FALSE	finalized	3	08/06/2018 9:06	0.6375	Thu Jun 21 18:26:00 +0000 2018	",1009865030609915904,"	2205	dont_know	Netflix &amp; chill w this flood?
1847305744	FALSE	finalized	3	08/05/2018 13:53	1	Thu Jun 21 20:33:29 +0000 2018	",1009897111998091265,"	14630	dont_know	WendyMo48794698  BillOReilly  tci92 Left just wants to flood our nation with democrat future votes.What a joke they https://t.co/CNVKNjQ5nq
1847306070	FALSE	finalized	3	08/05/2018 4:38	1	Mon Jul 04 23:35:19 +0000 2016	",750110773964206080,"	40593	dont_know	"mirriam71 It kind of works like inflation.The less the word is worth, the more people try to flood conversations with it as social currency"
1847305440	FALSE	finalized	6	08/06/2018 2:05	1	Thu Jun 21 20:53:44 +0000 2018	",1009902210082361344,"	16652	dont_know	 ChrisJabberwock  vanessa_cohen ...&amp; flood backgrounds with cgi nonsense for an anniversary collection!
1847304467	FALSE	finalized	3	08/05/2018 21:57	1	Thu Jul 05 18:01:53 +0000 2018	",1014932392564461570,"	78718	dont_know	Nicki opened the flood gates to very poor quality Boo'd Up remixes and I'm sad now
1847304542	FALSE	finalized	3	08/06/2018 9:15	0.3522	Thu Jul 05 21:10:22 +0000 2018	",1014979824811732994,"	96470	dont_know	" Seth_Kaplan If it s not flood related, it would be incredible to know how that could have occurred."
1847304634	FALSE	finalized	4	08/05/2018 2:03	0.7268	Thu Jul 05 17:44:21 +0000 2018	",1014927981570088962,"	77009	dont_know	Don't :) fucking :) flood :) my tml :) with :) negativity :) you :) bitch :) https://t.co/CQYkL5S9uZ
1847305136	FALSE	finalized	4	08/05/2018 1:19	0.7629	Thu Jul 19 16:26:46 +0000 2018	",1019981886049857536,"	19253	dont_know	Idea flood to idea drought. Not sure which is worse.
1847305838	FALSE	finalized	6	08/05/2018 10:33	0.5043	Mon Jul 30 14:39:01 +0000 2018	",1023941034735267840,"	67806	dont_know	Fire flood hurricane tornado political back lash monsoon God bless us all I love my car
1847305843	FALSE	finalized	3	08/06/2018 5:03	1	Mon Jul 30 14:39:28 +0000 2018	",1023941148396535809,"	67839	dont_know	"Oh god the earthquakes, floods and volcano eruptions "
1847304579	FALSE	finalized	3	08/06/2018 2:14	1	Thu Jul 05 13:34:07 +0000 2018	",1014865004569464832,"	54686	dont_know	Existential crises have become rather monotonous. Any other suggestions as to what i should flood my brain waves wi  https://t.co/QdT0jxRYXs
1847304433	FALSE	finalized	3	08/05/2018 3:08	1	Thu Jul 05 15:23:02 +0000 2018	",1014892418070712321,"	63961	dont_know	Dear Nigerians in diaspora Just bcos ure in the abroad doesn't give you the right to flood my WhatsApp wit messages  https://t.co/h5U8GfbkN4
1847304387	FALSE	finalized	3	08/06/2018 9:41	0.6884	Thu Jul 05 12:43:35 +0000 2018	",1014852290346389504,"	50808	dont_know	Manipulation of flood insurance leads to repeat disasters. Important story by  chronMC and  mizzousundevil  https://t.co/CIqN0NO2I0
1847304148	FALSE	finalized	3	08/05/2018 17:50	0.6769	Wed Jul 04 23:36:52 +0000 2018	",1014654305905725440,"	3707	dont_know	The money for #climate scam is drying up. Quick Batman! Another fire and flood and drought and heatwave prediction!  https://t.co/iw2HzN0y8k
1847304224	FALSE	finalized	3	08/05/2018 2:50	1	Thu Jul 05 00:36:49 +0000 2018	",1014669393446354944,"	8405	dont_know	Guys. Once I give the go signal. Please flood me with new memes. I need new memes. But not now. First I need storage. Thanks.
1847304604	FALSE	finalized	4	08/06/2018 0:26	0.497	Thu Jul 05 15:51:13 +0000 2018	",1014899510286446593,"	66739	dont_know	Needed to go to Home Depot to get some stuff to help my parents' house not flood. It's 1.6 miles from Home Depot to  https://t.co/PltuVslXMo
1847305779	FALSE	finalized	5	08/04/2018 23:36	1	Mon Jul 30 18:55:43 +0000 2018	",1024005638567981057,"	91004	dont_know	 ArrocharAlps  argyllandbute The Succoth locals will love the new flood of parked cars clogging their roads
1847305791	FALSE	finalized	3	08/05/2018 20:20	1	Sun Jul 29 20:03:34 +0000 2018	",1023660324002586624,"	175	dont_know	KAI wants to cook... but the dirty dishes flood the kitchen.... Why do I have to clean them!?
1847305014	FALSE	finalized	3	08/05/2018 14:02	1	Fri Jul 06 06:00:00 +0000 2018	",1015113110800216065,"	33838	dont_know	So much iconic legendary throwback content I have to flood you guys with it all before I start posting my brand new  https://t.co/x9IlDsenSr
1847305039	FALSE	finalized	6	08/05/2018 0:45	0.828	Fri Jul 06 14:18:23 +0000 2018	",1015238536294002688,"	69320	dont_know	get right with God. How many warnings did Noah give? The flood was an actual event. Sodom and Gomorrah was an actua  https://t.co/RBLULQlqTV
1847306047	FALSE	finalized	3	08/05/2018 4:41	1	Mon Jul 04 16:43:05 +0000 2016	",750007031986348032,"	26937	dont_know	 sarahEyacco I'll flood the yard for you
1847304971	FALSE	finalized	4	08/05/2018 4:14	0.4952	Fri Jul 06 19:27:08 +0000 2018	",1015316234819309569,"	102729	dont_know	Help as you are able AND advocate for state policy to prevent future flood damage and improve disaster relief and r  https://t.co/NSpcDGtFG0
1847304110	FALSE	finalized	3	08/04/2018 21:09	1	Wed Jul 04 23:03:05 +0000 2018	",1014645802000633856,"	1343	dont_know	When the enemy shall come in like a flood The SPIRIT of The LORD will lift up a Standard of The  BLOOD of JESUS CHRIST against them.
1847304769	FALSE	finalized	3	08/06/2018 10:12	1	Fri Jul 06 02:21:55 +0000 2018	",1015058227707502592,"	19291	dont_know	" TomiLahren They seem like good guys, open the flood gates."
1847305963	FALSE	finalized	3	08/05/2018 2:42	1	Tue Jul 05 00:35:40 +0000 2016	",750125961140641793,"	42409	dont_know	I tell a hoe to beat it I don't need you to love me I need a plug in my life that's gone flood me 
1847305180	FALSE	finalized	4	08/05/2018 7:20	1	Thu Jul 19 17:19:40 +0000 2018	",1019995198829473797,"	28845	dont_know	President1Trump  POTUS This is what happens w/an open door policy. Letting the migrants flood in has proven over &amp;  https://t.co/H6NVQAKzgG
1847304786	FALSE	finalized	4	08/05/2018 2:52	1	Fri Jul 06 02:27:51 +0000 2018	",1015059724021231616,"	19788	dont_know	Let's flood this Twitter thread with kindness and joy!!
1847305614	FALSE	finalized	3	08/05/2018 1:17	0.6765	Thu Jun 21 23:48:22 +0000 2018	",1009946156611166209,"	33226	dont_know	 tinyarmoredone Those screams came back as volcano's and floods and crazy earthquakes - the earth can only take so  https://t.co/vCCJUkplaJ
1847304434	FALSE	finalized	3	08/06/2018 2:54	0.376	Thu Jul 05 15:24:16 +0000 2018	",1014892725001334784,"	64098	dont_know	SteveUyehara That's crazy. Possibly 4 months before it is clear to get out? And that's only if it doesn't completely flood them out.
1847305364	FALSE	finalized	3	08/06/2018 1:38	0.661	Thu Jun 21 18:22:59 +0000 2018	",1009864273093382145,"	1902	dont_know	"A giant wave of plastic garbage could flood the U.S., a study says https://t.co/5vqrsrhtf4"
1847304534	FALSE	finalized	7	08/05/2018 0:13	0.7065	Thu Jul 05 21:00:23 +0000 2018	",1014977313249738753,"	95566	dont_know	Evan Almighty (2006) 1hr 35m [G] God summons narcissistic Evan to build an ark in preparation for a flood. Meanwhil  https://t.co/uf6B0MGGLG
1847304134	FALSE	finalized	3	08/04/2018 20:08	1	Wed Jul 04 23:31:36 +0000 2018	",1014652979637518336,"	3300	dont_know	Potus Trump should go on and use Rex84 for the borders to stop the chain migration its globalists agenda to flood u  https://t.co/b06uK1ALzk
1847304438	FALSE	finalized	4	08/06/2018 4:48	1	Thu Jul 05 15:25:17 +0000 2018	",1014892983861293056,"	64193	dont_know	milwaukee 2144-20 m18 tool oly compact site light w/ flood mode! Radius! NR!LQQK https://t.co/uHQnHA5u1S
1847305239	FALSE	finalized	3	08/05/2018 2:11	0.6831	Thu Jul 19 19:36:00 +0000 2018	",1020029506441138181,"	56264	dont_know	Finally home and I have my car back and no flood to clean. Naturally to celebrate - I nap! https://t.co/H3V5Fbo8UT
1847304316	FALSE	finalized	4	08/05/2018 2:00	1	Thu Jul 05 03:03:08 +0000 2018	",1014706216407166976,"	18801	dont_know	Trying my best not to flood Instagram with all the photos I ve taken on this trip so far. The west coast really is magical.
1847305924	FALSE	finalized	3	08/05/2018 14:26	1	Mon Jul 04 06:40:44 +0000 2016	",749855446702362624,"	6200	dont_know	#ITrustHillary to fuck this country hard.every waking moment&amp; flood America with disease ridden illegals  HillaryClinton #trumptrain
1847305142	FALSE	finalized	3	08/05/2018 1:08	1	Thu Jul 19 16:31:02 +0000 2018	",1019982959762214912,"	20027	dont_know	O p s flood tweets sorry not sorry hakhak
1847305255	FALSE	finalized	3	08/06/2018 9:22	1	Thu Jul 19 20:34:28 +0000 2018	",1020044221762424835,"	66522	dont_know	RVAwonk If Putin comes to Washington we flood the streets with 2 million patriotic Americans and shut the whole fucking thing down.
1847304266	FALSE	finalized	3	08/05/2018 22:08	1	Thu Jul 05 01:38:41 +0000 2018	",1014684963839586304,"	12874	dont_know	Thank you Jesus for the amazing response tonight at Crossroads. I love seeing students flood the altar and lay thei  https://t.co/WGGASuJSC0
1847306063	FALSE	finalized	4	08/05/2018 2:02	0.5051	Mon Jul 04 20:23:43 +0000 2016	",750062556966887424,"	34936	dont_know	Even if you don't live in a flood zone your home may be susceptible to flooding during heavy rains. Read how you... https://t.co/O6N3RvoGMJ
1847304340	FALSE	finalized	5	08/05/2018 1:06	1	Thu Jul 05 04:44:08 +0000 2018	",1014731631976828929,"	24920	dont_know	DavidBriers6  Shrimo2  sweetatertot2  SenKamalaHarris That s what the dems want to flood your mind with.  Watch a  https://t.co/dmaQJutQ9y
1847304376	FALSE	finalized	3	08/05/2018 2:05	0.6515	Thu Jul 05 12:06:15 +0000 2018	",1014842893004165123,"	48044	dont_know	We are currently live with our flood risk webinar! It's still not too late to join us: https://t.co/qRder0hTGi https://t.co/43oFNQWERv
1847305252	FALSE	finalized	3	08/04/2018 23:16	1	Thu Jul 19 20:26:23 +0000 2018	",1020042185398521858,"	65211	dont_know	" clowncursed Recurrently, nobody should grease and don't try flood, and then shakily decay.  clowncursed"
1847305121	FALSE	finalized	3	08/06/2018 2:27	1	Thu Jul 19 16:01:05 +0000 2018	",1019975421939494912,"	14835	dont_know	Im gonna flood  SueRamirez BirthdayMoNa
1847304173	FALSE	finalized	4	08/04/2018 20:02	1	Wed Jul 04 23:52:29 +0000 2018	",1014658236476096512,"	4810	dont_know	"And like a flood His mercy reigns.  ~unending love, amazing grace."
1847304117	FALSE	finalized	4	08/04/2018 20:02	0.7266	Wed Jul 04 23:07:53 +0000 2018	",1014647011600199680,"	1657	dont_know	SylvesterTurner You're so worried about cutting fire fighter's benefits you can't do anything about flood control.  https://t.co/nhR2OZfkYd
1847305116	FALSE	finalized	4	08/05/2018 17:48	1	Thu Jul 19 15:59:57 +0000 2018	",1019975136831664128,"	14620	dont_know	"ippatel  unexpected response frm public for ur tweet huh....did u think ""nationalists"" will flood in,in ur s  https://t.co/vmTWAB43Zi"
1847305896	FALSE	finalized	3	08/05/2018 20:35	1	Mon Jul 30 18:10:23 +0000 2018	",1023994229339709440,"	86921	dont_know	We Don't want to flood your page...So...Check out our FB Page/Instagram for the Combine Results! We appreciate all  https://t.co/3LajihIAxH
1847305623	FALSE	finalized	4	08/05/2018 3:23	1	Thu Jun 21 23:04:20 +0000 2018	",1009935076409430016,"	29690	dont_know	"Prime example of a duplicitous open borders politician wanting to flood our country with illegal immigrants. No, no  https://t.co/fRqLlpPirf"
1847304362	FALSE	finalized	4	08/05/2018 21:57	0.4908	Thu Jul 05 09:11:28 +0000 2018	",1014798909816705025,"	37906	dont_know	 thaimythbuster Similar to water-pushing by boats to relieve the flood....
1847304957	FALSE	finalized	4	08/05/2018 2:32	0.7421	Fri Jul 06 12:44:15 +0000 2018	",1015214843144622081,"	59404	dont_know	So you mean to tell me NJ went from everyone outside in the sun loving life to waking up to flash flood warnings? M  https://t.co/07PtvWetae
1847305302	FALSE	finalized	3	08/05/2018 2:53	1	Thu Jul 19 21:39:15 +0000 2018	",1020060525500088321,"	76694	dont_know	C70  cardinalsgifs I did...but I m never sure whose to respond to...flood the market!
1847306076	FALSE	finalized	3	08/05/2018 13:37	1	Tue Jul 05 00:24:42 +0000 2016	",750123202399965184,"	42073	dont_know	"an ocen flood, or' tere there' an ocean flood' an' major numbers ofe te' 'beta 'males te' ofe'"
1847304544	FALSE	finalized	6	08/06/2018 2:17	1	Thu Jul 05 21:10:34 +0000 2018	",1014979873918423041,"	96485	dont_know	Time to flood the phone lines &amp; demand that this confirmation FAILS!!  #BlockBenczkowski https://t.co/ZAXckcNdtN
1847304415	FALSE	finalized	3	08/05/2018 21:05	1	Thu Jul 05 13:37:44 +0000 2018	",1014865918520905729,"	54938	dont_know	We're looking to recruit #flood wardens in the #Ponteland area - be the eyes and ears for your local community! Cal  https://t.co/BxbmnWi8JI
1847305987	FALSE	finalized	3	08/06/2018 5:03	1	Mon Jul 04 06:37:18 +0000 2016	",749854583460077568,"	6076	dont_know	halcyondon  MrsAmer1caFirst world wide flood ? Ever been to a place of geologic interest ? I have. Evidence of Noahs flood all around.
